"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"00333";"Chamomilla recutita (ethanolisch extract)";"Chamomilla recutita (extrait éthanolique)";"Chamomilla recutita";"ethanolisch extract bloem [plantaardig]";"_";"Chamomilla recutita";"extrait éthanolique fleur [végétal]";"_";true;false
"00443";"Crataegus (droog extract)";"Crataegus (extrait sec)";"Crataegus";"droog extract bloem [plantaardig]";"_";"Crataegus";"extrait sec fleur [végétal]";"_";true;false
"01008";"lanoline (vloeibaar)";"lanoline (liquide)";"lanoline";"vloeibaar [schaap]";"_";"lanoline";"liquide [mouton]";"_";true;false
"00830";"glucosamine sulfaat-natriumchloride";"glucosamine sulfate-chlorure de sodium";"glucosamine";"[schaaldieren]";"sulfaat-natriumchloride";"glucosamine";"[crustacés]";"sulfate-chlorure de sodium";true;false
"01077";"macrogol 3.350";"macrogol 3.350";"macrogol 3.350";"_";"_";"macrogol 3.350";"_";"_";true;false
"01120";"meningokokken type A, C, W, Y (oligosachariden, geconjugeerd)";"méningocoques type A, C, W, Y (oligosaccharides, conjugué)";"meningokokken type A, C, W, Y";"oligosachariden, geconjugeerd [bacterieel, biologisch]";"_";"méningocoques type A, C, W, Y";"oligosaccharides, conjugué [bactérien, biologique]";"_";true;false
"01121";"meningokokken type A, C, W, Y (polysachariden, geconjugeerd)";"méningocoques type A, C, W, Y (polysaccharides, conjugué)";"meningokokken type A, C, W, Y";"polysachariden, geconjugeerd [bacterieel, biologisch]";"_";"méningocoques type A, C, W, Y";"polysaccharides, conjugué [bactérien, biologique]";"_";true;false
"01313";"omega-3-vetzuren (ethylesters) (waaronder eicosapentaeenzuur EPA en docosahexaeenzuur DHA)";"acides gras oméga-3 (esters éthyliques) (incluant l'acide eicosapentanoïque EPA et l'acide docosahexanoïque DHA)";"omega-3-vetzuren (ethylesters)";"waaronder eicosapentaeenzuur EPA en docosahexaeenzuur DHA";"_";"acides gras oméga-3 (esters éthyliques)";"incluant l'acide eicosapentanoïque EPA et l'acide docosahexanoïque DHA";"_";true;false
"00670";"exenatide (microsferen)";"exénatide (microsphères)";"exenatide";"microsferen [biologisch]";"_";"exénatide";"microsphères [biologique]";"_";true;false
"01163";"methylprednisolon aceponaat";"méthylprednisolone acéponate";"methylprednisolon";"_";"aceponaat";"méthylprednisolone";"_";"acéponate";true;false
"01263";"nicotine betadex";"nicotine bétadex";"nicotine";"_";"betadex";"nicotine";"_";"bétadex";true;false
"01307";"oleaat natrium";"oléate sodium";"oleaat";"_";"natrium";"oléate";"_";"sodium";true;false
"01893";"hexaminolevulinaat";"hexyl aminolévulinate";"hexaminolevulinaat";"_";"_";"hexyl aminolévulinate";"_";"_";true;false
"00036";"Aesculus hippocastanum (droog extract)";"Aesculus hippocastanum (extrait sec)";"Aesculus hippocastanum";"droog extract [plantaardig]";"_";"Aesculus hippocastanum";"extrait sec [végétal]";"_";true;false
"01348";"paliperidon palmitaat";"palipéridone palmitate";"paliperidon";"_";"palmitaat";"palipéridone";"_";"palmitate";true;false
"01367";"parecoxib natrium";"parécoxib sodium";"parecoxib";"_";"natrium";"parécoxib";"_";"sodium";true;false
"01373";"Passiflora incarnata (droog extract)";"Passiflora incarnata (extrait sec)";"Passiflora incarnata";"droog extract kruid [plantaardig]";"_";"Passiflora incarnata";"extrait sec herbe [végétal]";"_";true;false
"01378";"pazopanib hydrochloride";"pazopanib chlorhydrate";"pazopanib";"_";"hydrochloride";"pazopanib";"_";"chlorhydrate";true;false
"01383";"Pelargonium sidoides (droog extract, EPs7630)";"Pelargonium sidoides (extrait sec, EPs7630)";"Pelargonium sidoides";"droog extract, EPs7630 wortel [plantaardig]";"_";"Pelargonium sidoides";"extrait sec, EPs7630 racine [végétal]";"_";true;false
"01384";"Pelargonium sidoides (vloeibaar extract, EPs7630)";"Pelargonium sidoides (extrait fluide, EPs7630)";"Pelargonium sidoides";"vloeibaar extract, EPs7630 wortel [plantaardig]";"_";"Pelargonium sidoides";"extrait fluide, EPs7630 racine [végétal]";"_";true;false
"01387";"pemetrexed dinatrium";"pémétrexed disodium";"pemetrexed";"_";"dinatrium";"pémétrexed";"_";"disodium";true;false
"01395";"pentoxyverine citraat";"pentoxyvérine citrate";"pentoxyverine";"_";"citraat";"pentoxyvérine";"_";"citrate";true;false
"01427";"pneumokokken, 10 types (polysachariden, geconjugeerd)";"pneumocoques, 10 types (polysaccharides, conjugué)";"pneumokokken, 10 types";"polysachariden, geconjugeerd [bacterieel, biologisch]";"_";"pneumocoques, 10 types";"polysaccharides, conjugué [bactérien, biologique]";"_";true;false
"01428";"pneumokokken, 13 types (polysachariden, geconjugeerd)";"pneumocoques, 13 types (polysaccharides, conjugué)";"pneumokokken, 13 types";"polysachariden, geconjugeerd [bacterieel, biologisch]";"_";"pneumocoques, 13 types";"polysaccharides, conjugué [bactérien, biologique]";"_";true;false
"01448";"prasugrel hydrochloride";"prasugrel chlorhydrate";"prasugrel";"_";"hydrochloride";"prasugrel";"_";"chlorhydrate";true;false
"01467";"progesteron (gemicroniseerd)";"progestérone (micronisé)";"progesteron";"gemicroniseerd";"_";"progestérone";"micronisé";"_";true;false
"01490";"prothipendyl hydrochloride";"prothipendyl chlorhydrate";"prothipendyl";"_";"hydrochloride";"prothipendyl";"_";"chlorhydrate";true;false
"01494";"prucalopride succinaat";"prucalopride succinate";"prucalopride";"_";"succinaat";"prucalopride";"_";"succinate";true;false
"01524";"rasagiline mesilaat";"rasagiline mésilate";"rasagiline";"_";"mesilaat";"rasagiline";"_";"mésilate";true;false
"01535";"Rhamnus purshianus (droog extract, cascaroside A)";"Rhamnus purshianus (extrait sec, cascaroside A)";"Rhamnus purshianus";"droog extract, cascaroside A bast [plantaardig]";"_";"Rhamnus purshianus";"extrait sec, cascaroside A écorce [végétal]";"_";true;false
"01568";"Rosmarinus officinalis (droog extract)";"Rosmarinus officinalis (extrait sec)";"Rosmarinus officinalis";"droog extract blad, hydroalcoholisch extract [plantaardig]";"_";"Rosmarinus officinalis";"extrait sec feuille, extrait hydroalcoolique [végétal]";"_";true;false
"00537";"salicylaat dipropyleenglycol";"salicylate dipropylèneglycol";"salicylaat";"_";"dipropyleenglycol";"salicylate";"_";"dipropylèneglycol";true;false
"02047";"5-aminolevulinezuur hydrochloride";"acide 5-aminolévulinique chlorhydrate";"5-aminolevulinezuur";"_";"hydrochloride";"acide 5-aminolévulinique";"_";"chlorhydrate";true;false
"02038";"ruxolitinib fosfaat";"ruxolitinib phosphate";"ruxolitinib";"_";"fosfaat";"ruxolitinib";"_";"phosphate";true;false
"02032";"nintedanib esilaat";"nintédanib ésilate";"nintedanib";"_";"esilaat";"nintédanib";"_";"ésilate";true;false
"00739";"flunarizine dihydrochloride";"flunarizine dichlorhydrate";"flunarizine";"_";"dihydrochloride";"flunarizine";"_";"dichlorhydrate";true;false
"01422";"placebo";"placebo";"placebo";"_";"_";"placebo";"_";"_";true;false
"01798";"urofollitropine (geïsoleerd uit HMG)";"urofollitropine (isolé de l'HMG)";"urofollitropine";"geïsoleerd uit HMG [biologisch, humane urine]";"_";"urofollitropine";"isolé de l'HMG [biologique, urine humaine]";"_";true;false
"00964";"jobitridol";"iobitridol";"jobitridol";"_";"_";"iobitridol";"_";"_";true;false
"01858";"zofenopril calcium";"zofénopril calcium";"zofenopril";"_";"calcium";"zofénopril";"_";"calcium";true;false
"01822";"vemurafenib (gecoprecipiteerd)";"vémurafénib (coprécipité)";"vemurafenib";"gecoprecipiteerd";"_";"vémurafénib";"coprécipité";"_";true;false
"01668";"tafamidis meglumine";"tafamidis méglumine";"tafamidis";"_";"meglumine";"tafamidis";"_";"méglumine";true;false
"00735";"flumazenil";"flumazénil";"flumazenil";"_";"_";"flumazénil";"_";"_";true;false
"01410";"pipamperon hydrochloride";"pipampérone chlorhydrate";"pipamperon";"_";"hydrochloride";"pipampérone";"_";"chlorhydrate";true;false
"01409";"pipamperon";"pipampérone";"pipamperon";"_";"_";"pipampérone";"_";"_";true;false
"01325";"otilonium bromide";"otilonium bromure";"otilonium";"_";"bromide";"otilonium";"_";"bromure";true;false
"01323";"oteracil";"otéracil";"oteracil";"_";"_";"otéracil";"_";"_";true;false
"01298";"ocriplasmine";"ocriplasmine";"ocriplasmine";"[biologisch, biosynthetisch]";"_";"ocriplasmine";"[biologique, biosynthétique]";"_";true;false
"01269";"nifurtoïnol";"nifurtoïnol";"nifurtoïnol";"_";"_";"nifurtoïnol";"_";"_";true;false
"00243";"bromperidol";"brompéridol";"bromperidol";"_";"_";"brompéridol";"_";"_";true;false
"01226";"naftazon";"naftazone";"naftazon";"_";"_";"naftazone";"_";"_";true;false
"01113";"melitracen";"mélitracène";"melitracen";"_";"_";"mélitracène";"_";"_";true;false
"01059";"lixisenatide";"lixisénatide";"lixisenatide";"[biologisch, biosynthetisch]";"_";"lixisénatide";"[biologique, biosynthétique]";"_";true;false
"00919";"indacaterol";"indacatérol";"indacaterol";"_";"_";"indacatérol";"_";"_";true;false
"00891";"icatibant acetaat";"icatibant acétate";"icatibant";"_";"acetaat";"icatibant";"_";"acétate";true;false
"00081";"amidotrizoaat meglumine";"amidotrizoate méglumine";"amidotrizoaat";"_";"meglumine";"amidotrizoate";"_";"méglumine";true;false
"00089";"amiodaron hydrochloride";"amiodarone chlorhydrate";"amiodaron";"_";"hydrochloride";"amiodarone";"_";"chlorhydrate";true;false
"00533";"fosfaat dinatrium";"phosphate disodium";"fosfaat";"_";"dinatrium";"phosphate";"_";"disodium";true;false
"00253";"buprenorfine hydrochloride";"buprénorphine chlorhydrate";"buprenorfine";"_";"hydrochloride";"buprénorphine";"_";"chlorhydrate";true;false
"02011";"ivermectine";"ivermectine";"ivermectine";"_";"_";"ivermectine";"_";"_";true;false
"02124";"magnesium chloride";"magnésium chlorure";"magnesium";"watervrij";"chloride";"magnésium";"anhydre";"chlorure";true;false
"00462";"dacarbazine citraat";"dacarbazine citrate";"dacarbazine";"_";"citraat";"dacarbazine";"_";"citrate";true;false
"00464";"dalteparine natrium";"daltéparine sodium";"dalteparine";"[biologisch, darmslijmvlies varken]";"natrium";"daltéparine";"[biologique, muqueuse intestinale de porc]";"sodium";true;false
"00476";"daunorubicine";"daunorubicine";"daunorubicine";"_";"_";"daunorubicine";"_";"_";true;false
"00449";"cyclofosfamide";"cyclophosphamide";"cyclofosfamide";"_";"_";"cyclophosphamide";"_";"_";true;false
"00308";"cefepim";"céfépime";"cefepim";"_";"_";"céfépime";"_";"_";true;false
"00463";"dalteparine";"daltéparine";"dalteparine";"[biologisch, darmslijmvlies varken]";"_";"daltéparine";"[biologique, muqueuse intestinale de porc]";"_";true;false
"00465";"danaparoïde";"danaparoïde";"danaparoïde";"[biologisch, darmslijmvlies varken]";"_";"danaparoïde";"[biologique, muqueuse intestinale de porc]";"_";true;false
"00550";"domperidon maleaat";"dompéridone maléate";"domperidon";"_";"maleaat";"dompéridone";"_";"maléate";true;false
"00551";"donepezil";"donépézil";"donepezil";"_";"_";"donépézil";"_";"_";true;false
"00552";"donepezil hydrochloride";"donépézil chlorhydrate";"donepezil";"_";"hydrochloride";"donépézil";"_";"chlorhydrate";true;false
"00554";"dopamine hydrochloride";"dopamine chlorhydrate";"dopamine";"_";"hydrochloride";"dopamine";"_";"chlorhydrate";true;false
"01956";"bismut kaliumsubcitraat";"bismuth sous-citrate potassique";"bismut";"_";"kaliumsubcitraat";"bismuth";"_";"sous-citrate potassique";true;false
"00557";"dorzolamide hydrochloride";"dorzolamide chlorhydrate";"dorzolamide";"_";"hydrochloride";"dorzolamide";"_";"chlorhydrate";true;false
"00558";"dosulepine";"dosulépine";"dosulepine";"_";"_";"dosulépine";"_";"_";true;false
"00559";"dosulepine hydrochloride";"dosulépine chlorhydrate";"dosulepine";"_";"hydrochloride";"dosulépine";"_";"chlorhydrate";true;false
"00012";"acebutolol";"acébutolol";"acebutolol";"_";"_";"acébutolol";"_";"_";true;false
"00040";"agomelatine";"agomélatine";"agomelatine";"_";"_";"agomélatine";"_";"_";true;false
"00585";"eflornithine";"éflornithine";"eflornithine";"_";"_";"éflornithine";"_";"_";true;false
"00586";"eflornithine hydrochloride";"éflornithine chlorhydrate";"eflornithine";"_";"hydrochloride";"éflornithine";"_";"chlorhydrate";true;false
"00587";"eletriptan";"élétriptan";"eletriptan";"_";"_";"élétriptan";"_";"_";true;false
"00267";"calcifediol";"calcifédiol";"calcifediol";"_";"_";"calcifédiol";"_";"_";true;false
"00686";"fenazopyridine hydrochloride";"phénazopyridine chlorhydrate";"fenazopyridine";"_";"hydrochloride";"phénazopyridine";"_";"chlorhydrate";true;false
"00696";"fenol";"phénol";"fenol";"_";"_";"phénol";"_";"_";true;false
"00588";"eletriptan hydrobromide";"élétriptan bromhydrate";"eletriptan";"_";"hydrobromide";"élétriptan";"_";"bromhydrate";true;false
"00590";"eltrombopag olamine";"eltrombopag olamine";"eltrombopag";"_";"olamine";"eltrombopag";"_";"olamine";true;false
"01933";"dolutegravir natrium";"dolutégravir sodium";"dolutegravir";"_";"natrium";"dolutégravir";"_";"sodium";true;false
"00592";"emedastine";"émédastine";"emedastine";"_";"_";"émédastine";"_";"_";true;false
"00595";"enalapril";"énalapril";"enalapril";"_";"_";"énalapril";"_";"_";true;false
"00050";"algeldraat (aluminiumhydroxide)";"algeldrate (aluminium hydroxyde)";"algeldraat";"aluminiumhydroxide";"_";"algeldrate";"aluminium hydroxyde";"_";true;false
"00600";"enoxolon";"énoxolone";"enoxolon";"_";"_";"énoxolone";"_";"_";true;false
"00853";"hepatitis A-virus (geïnactiveerd)";"virus de l'hépatite A (inactivés)";"hepatitis A-virus";"geïnactiveerd [biologisch, viraal]";"_";"virus de l'hépatite A";"inactivés [biologique, viral]";"_";true;false
"00082";"amidotrizoaat natrium";"amidotrizoate sodium";"amidotrizoaat";"_";"natrium";"amidotrizoate";"_";"sodium";true;false
"00607";"epinefrine";"épinéphrine";"epinefrine";"_";"_";"épinéphrine";"_";"_";true;false
"00608";"epinefrine hydrochloride";"épinéphrine chlorhydrate";"epinefrine";"_";"hydrochloride";"épinéphrine";"_";"chlorhydrate";true;false
"00609";"epinefrine waterstoftartraat";"épinéphrine hydrogénotartrate";"epinefrine";"_";"waterstoftartraat";"épinéphrine";"_";"hydrogénotartrate";true;false
"00610";"epirubicine";"épirubicine";"epirubicine";"_";"_";"épirubicine";"_";"_";true;false
"00612";"eplerenon";"éplérénone";"eplerenon";"_";"_";"éplérénone";"_";"_";true;false
"00237";"brimonidine tartraat";"brimonidine tartrate";"brimonidine";"_";"tartraat";"brimonidine";"_";"tartrate";true;false
"00242";"bromocriptine mesilaat";"bromocriptine mésilate";"bromocriptine";"_";"mesilaat";"bromocriptine";"_";"mésilate";true;false
"00618";"eprosartan";"éprosartan";"eprosartan";"_";"_";"éprosartan";"_";"_";true;false
"00643";"estramustine fosfaat";"estramustine phosphate";"estramustine";"monohydraat";"fosfaat";"estramustine";"monohydraté";"phosphate";true;false
"00736";"flumetason";"flumétasone";"flumetason";"_";"_";"flumétasone";"_";"_";true;false
"02060";"olodatérol hydrochloride";"olodatérol chlorhydrate";"olodatérol";"_";"hydrochloride";"olodatérol";"_";"chlorhydrate";true;false
"02059";"olodaterol";"olodatérol";"olodaterol";"_";"_";"olodatérol";"_";"_";true;false
"00646";"etanercept";"étanercept";"etanercept";"[biologisch, biosynthetisch]";"_";"étanercept";"[biologique, biosynthétique]";"_";true;false
"00648";"ethambutol dihydrochloride";"éthambutol dichlorhydrate";"ethambutol";"_";"dihydrochloride";"éthambutol";"_";"dichlorhydrate";true;false
"01740";"timolol maleaat";"timolol maléate";"timolol";"_";"maleaat";"timolol";"_";"maléate";true;false
"01776";"trazodon hydrochloride";"trazodone chlorhydrate";"trazodon";"_";"hydrochloride";"trazodone";"_";"chlorhydrate";true;false
"00249";"bumetanide";"bumétanide";"bumetanide";"_";"_";"bumétanide";"_";"_";true;false
"00257";"busereline acetaat";"buséréline acétate";"busereline";"_";"acetaat";"buséréline";"_";"acétate";true;false
"00262";"butylhyoscine bromide";"butylhyoscine bromure";"butylhyoscine";"_";"bromide";"butylhyoscine";"_";"bromure";true;false
"00649";"ethanol";"éthanol";"ethanol";"_";"_";"éthanol";"_";"_";true;false
"00301";"caspofungine acetaat";"caspofungine acétate";"caspofungine";"_";"acetaat";"caspofungine";"_";"acétate";true;false
"00311";"cefotaxim natrium";"céfotaxime sodium";"cefotaxim";"_";"natrium";"céfotaxime";"_";"sodium";true;false
"00578";"dydrogesteron";"dydrogestérone";"dydrogesteron";"_";"_";"dydrogestérone";"_";"_";true;false
"00701";"fenprocoumon";"phenprocoumone";"fenprocoumon";"_";"_";"phenprocoumone";"_";"_";true;false
"00155";"azijnzuur";"acide acétique";"azijnzuur";"_";"_";"acide acétique";"_";"_";true;false
"00245";"broomhexine hydrochloride";"bromhexine chlorhydrate";"broomhexine";"_";"hydrochloride";"bromhexine";"_";"chlorhydrate";true;false
"00291";"carbocisteïne";"carbocistéine";"carbocisteïne";"_";"_";"carbocistéine";"_";"_";true;false
"00673";"factor II";"facteur II";"factor II";"[biologisch, humaan plasma]";"_";"facteur II";"[biologique, plasma humain]";"_";true;false
"00674";"factor IX";"facteur IX";"factor IX";"[biologisch, humaan plasma]";"_";"facteur IX";"[biologique, plasma humain]";"_";true;false
"00675";"factor VII";"facteur VII";"factor VII";"[biologisch, humaan plasma]";"_";"facteur VII";"[biologique, plasma humain]";"_";true;false
"00731";"fludarabine fosfaat";"fludarabine phosphate";"fludarabine";"_";"fosfaat";"fludarabine";"_";"phosphate";true;false
"00732";"fludrocortison";"fludrocortisone";"fludrocortison";"_";"_";"fludrocortisone";"_";"_";true;false
"00733";"fludrocortison acetaat";"fludrocortisone acétate";"fludrocortison";"_";"acetaat";"fludrocortisone";"_";"acétate";true;false
"01403";"pilocarpine hydrochloride";"pilocarpine chlorhydrate";"pilocarpine";"[plantaardig]";"hydrochloride";"pilocarpine";"[végétal]";"chlorhydrate";true;false
"02029";"menopauzegonadotrofine (HMG) (FSH 150 IE + LH 150 IE)";"ménotropine (HMG) (FSH 150 UI + LH 150 UI)";"menopauzegonadotrofine (HMG)";"FSH 150 IE + LH 150 IE [biologisch, humane urine]";"_";"ménotropine (HMG)";"FSH 150 UI + LH 150 UI [biologique, urine humaine]";"_";true;false
