"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"2987915";"Urgotul Ag Lite verband Border 3 x (10 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130450";"http://www.bcfi.be/nl/contents/jump?amppid=130450&view=pvt"
"1078492";"Kaltostat verband 10 x (15 x 25 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103028";"http://www.bcfi.be/nl/contents/jump?amppid=103028&view=pvt"
"3235611";"Comfeel Plus verband 3 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129387";"http://www.bcfi.be/nl/contents/jump?amppid=129387&view=pvt"
"2992204";"Urgoclean verband 10 x (6 x 6 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130187";"http://www.bcfi.be/nl/contents/jump?amppid=130187&view=pvt"
"0819268";"Duoderm verband 3 x (20 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102939";"http://www.bcfi.be/nl/contents/jump?amppid=102939&view=pvt"
"2975928";"Suprasorb P verband Sacrum Niet-klevend 5 x (18 x 20,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129791";"http://www.bcfi.be/nl/contents/jump?amppid=129791&view=pvt"
"2987972";"Urgotul Ag verband 16 x (10 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129817";"http://www.bcfi.be/nl/contents/jump?amppid=129817&view=pvt"
"1613413";"Urgosorb wiek 5 x (2,2 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104083";"http://www.bcfi.be/nl/contents/jump?amppid=104083&view=pvt"
"2975951";"Suprasorb P verband Zelfklevend 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129726";"http://www.bcfi.be/nl/contents/jump?amppid=129726&view=pvt"
"2988038";"Urgotul Lite verband Border 3 x (6,5 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130310";"http://www.bcfi.be/nl/contents/jump?amppid=130310&view=pvt"
"3198215";"Eperzan inj. oploss. (pdr. + solv.) s.c. [voorgev. pen] 4 x 50 mg / 0,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=126375";"http://www.bcfi.be/nl/contents/jump?amppid=126375&view=pvt"
"2988087";"Urgotul Lite verband Border 16 x (10 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130369";"http://www.bcfi.be/nl/contents/jump?amppid=130369&view=pvt"
"2988277";"Urgotul verband 3 x (10 x 40 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130534";"http://www.bcfi.be/nl/contents/jump?amppid=130534&view=pvt"
"0083097";"Steropotassium oploss. (unidose) 10 x 1 g / 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=3624";"http://www.bcfi.be/nl/contents/jump?amppid=3624&view=pvt"
"2059004";"Biatain Alginate wiek Filler 6 x (2,5 x 44 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104554";"http://www.bcfi.be/nl/contents/jump?amppid=104554&view=pvt"
"2843704";"Biatain Silicone verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129601";"http://www.bcfi.be/nl/contents/jump?amppid=129601&view=pvt"
"3137619";"Durafiber wiek 5 x (4 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129593";"http://www.bcfi.be/nl/contents/jump?amppid=129593&view=pvt"
"1629385";"Hydrocoll verband Sacral 5 x (12 x 18 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104182";"http://www.bcfi.be/nl/contents/jump?amppid=104182&view=pvt"
"2975878";"Suprasorb P verband Niet-klevend 10 x (7,5 x 7,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129759";"http://www.bcfi.be/nl/contents/jump?amppid=129759&view=pvt"
"1446848";"Mepilex verband 5 x (20 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103473";"http://www.bcfi.be/nl/contents/jump?amppid=103473&view=pvt"
"3137551";"Durafiber verband 10 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129536";"http://www.bcfi.be/nl/contents/jump?amppid=129536&view=pvt"
"2992212";"Urgoclean verband 3 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130195";"http://www.bcfi.be/nl/contents/jump?amppid=130195&view=pvt"
"2988103";"Urgotul Lite verband Border 10 x (10 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130385";"http://www.bcfi.be/nl/contents/jump?amppid=130385&view=pvt"
"0086769";"Toplexil siroop oploss. 150 ml";"http://www.bcfi.be/nl/contents/jump?amppid=3764";"http://www.bcfi.be/nl/contents/jump?amppid=3764&view=pvt"
"2256683";"Mepilex verband Border Lite 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104935";"http://www.bcfi.be/nl/contents/jump?amppid=104935&view=pvt"
"3016169";"Urgoclean wiek 16 x (5 x 40 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130229";"http://www.bcfi.be/nl/contents/jump?amppid=130229&view=pvt"
"0819250";"Duoderm verband 5 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102921";"http://www.bcfi.be/nl/contents/jump?amppid=102921&view=pvt"
"1762822";"Urgosorb wiek 10 x (2,2 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104539";"http://www.bcfi.be/nl/contents/jump?amppid=104539&view=pvt"
"2115277";"Mepilex verband Lite 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129528";"http://www.bcfi.be/nl/contents/jump?amppid=129528&view=pvt"
"1543867";"Algoplaque verband HP 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103630";"http://www.bcfi.be/nl/contents/jump?amppid=103630&view=pvt"
"2987980";"Urgotul Ag verband 3 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129825";"http://www.bcfi.be/nl/contents/jump?amppid=129825&view=pvt"
"1544535";"Suprasorb H verband Fijn 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103788";"http://www.bcfi.be/nl/contents/jump?amppid=103788&view=pvt"
"2480242";"Curasorb wiek Zink 5 x (2 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106179";"http://www.bcfi.be/nl/contents/jump?amppid=106179&view=pvt"
"2116531";"Aquacel-Ag verband 10 x (4 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104604";"http://www.bcfi.be/nl/contents/jump?amppid=104604&view=pvt"
"2422392";"Hydrosorb gel 5 x 8 g";"http://www.bcfi.be/nl/contents/jump?amppid=105775";"http://www.bcfi.be/nl/contents/jump?amppid=105775&view=pvt"
"2441962";"Mepilex-Ag verband 5 x (6 x 8,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105825";"http://www.bcfi.be/nl/contents/jump?amppid=105825&view=pvt"
"2975860";"Suprasorb P verband Niet-klevend 10 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129742";"http://www.bcfi.be/nl/contents/jump?amppid=129742&view=pvt"
"2987840";"Urgotul Ag Lite verband Border 3 x (6,5 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130419";"http://www.bcfi.be/nl/contents/jump?amppid=130419&view=pvt"
"1183201";"Mepitel verband 10 x (10 x 18 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103101";"http://www.bcfi.be/nl/contents/jump?amppid=103101&view=pvt"
"1350677";"Carboflex verband 5 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103226";"http://www.bcfi.be/nl/contents/jump?amppid=103226&view=pvt"
"1544477";"Suprasorb A wiek 5 x (2 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103739";"http://www.bcfi.be/nl/contents/jump?amppid=103739&view=pvt"
"0105361";"Carbobel 300/20/40 tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=4739";"http://www.bcfi.be/nl/contents/jump?amppid=4739&view=pvt"
"1629559";"Hydrocoll verband 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104208";"http://www.bcfi.be/nl/contents/jump?amppid=104208&view=pvt"
"1544576";"Suprasorb H verband Border 5 x (14 x 14 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103820";"http://www.bcfi.be/nl/contents/jump?amppid=103820&view=pvt"
"1762673";"Algoplaque verband Border 10 x (14 x 14 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104406";"http://www.bcfi.be/nl/contents/jump?amppid=104406&view=pvt"
"3275278";"Plegridy inj. oploss. s.c. [voorgev. spuit] 2 x 125 µg / 0,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=127472";"http://www.bcfi.be/nl/contents/jump?amppid=127472&view=pvt"
"2753218";"Omeprazole EG (PIP) harde maagsapresist. caps. 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127696";"http://www.bcfi.be/nl/contents/jump?amppid=127696&view=pvt"
"3562394";"α-RIX-Tetra 2017-2018 inj. susp. i.m. [voorgev. spuit] 1 x 0,5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=127795";"http://www.bcfi.be/nl/contents/jump?amppid=127795&view=pvt"
"2116572";"Duoderm verband Extra dun 10 x (9 x 25 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104646";"http://www.bcfi.be/nl/contents/jump?amppid=104646&view=pvt"
"2164333";"Nu-Derm verband Thin 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104760";"http://www.bcfi.be/nl/contents/jump?amppid=104760&view=pvt"
"1286129";"Allevyn verband Adhesive 10 x (12,5 x 12,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103150";"http://www.bcfi.be/nl/contents/jump?amppid=103150&view=pvt"
"0309047";"Duoderm E verband Border 5 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102707";"http://www.bcfi.be/nl/contents/jump?amppid=102707&view=pvt"
"2304863";"Tegaderm Alginate verband 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105056";"http://www.bcfi.be/nl/contents/jump?amppid=105056&view=pvt"
"3210507";"Comfeel Plus verband Transparent Postoperatief 5 x (5 x 25 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129460";"http://www.bcfi.be/nl/contents/jump?amppid=129460&view=pvt"
"2356897";"Vliwaktiv AG verband 10 x (20 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105346";"http://www.bcfi.be/nl/contents/jump?amppid=105346&view=pvt"
"2988152";"Urgotul Lite verband 3 x (13 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130252";"http://www.bcfi.be/nl/contents/jump?amppid=130252&view=pvt"
"2988137";"Urgotul Lite verband 3 x (6,5 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130237";"http://www.bcfi.be/nl/contents/jump?amppid=130237&view=pvt"
"2480267";"Curasorb verband Zink 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106195";"http://www.bcfi.be/nl/contents/jump?amppid=106195&view=pvt"
"2480283";"Curasorb wiek 5 x (2 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106211";"http://www.bcfi.be/nl/contents/jump?amppid=106211&view=pvt"
"3155447";"Montelukast Krka filmomh. tabl. 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=128017";"http://www.bcfi.be/nl/contents/jump?amppid=128017&view=pvt"
"2585271";"Vinorelbin AB inf. oploss. (conc.) i.v. [flac.] 10 x 10 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=49130";"http://www.bcfi.be/nl/contents/jump?amppid=49130&view=pvt"
"1762723";"Algoplaque verband Film 10 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104455";"http://www.bcfi.be/nl/contents/jump?amppid=104455&view=pvt"
"2480036";"Copa verband Plus 25 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106013";"http://www.bcfi.be/nl/contents/jump?amppid=106013&view=pvt"
"2480325";"Curasorb verband 10 x (10 x 14 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106252";"http://www.bcfi.be/nl/contents/jump?amppid=106252&view=pvt"
"2662419";"Gemcitabine AB inf. oploss. (pdr.) i.v. [flac.] 1 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=52860";"http://www.bcfi.be/nl/contents/jump?amppid=52860&view=pvt"
"2662427";"Gemcitabine AB inf. oploss. (pdr.) i.v. [flac.] 1 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=52878";"http://www.bcfi.be/nl/contents/jump?amppid=52878&view=pvt"
"2756153";"Paclitaxel AB inf. oploss. (conc.) i.v. [flac.] 1 x 30 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=56408";"http://www.bcfi.be/nl/contents/jump?amppid=56408&view=pvt"
"2813210";"Irinotecan AB inf. oploss. (conc.) i.v. [flac.] 1 x 300 mg / 15 ml";"http://www.bcfi.be/nl/contents/jump?amppid=60814";"http://www.bcfi.be/nl/contents/jump?amppid=60814&view=pvt"
"2058998";"Biatain Alginate wiek Filler 3 x (2,5 x 44 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104547";"http://www.bcfi.be/nl/contents/jump?amppid=104547&view=pvt"
"2480606";"Curafil verband [geïmpregneerd] 25 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106310";"http://www.bcfi.be/nl/contents/jump?amppid=106310&view=pvt"
"2460459";"Flaminal gel Forte 1 x 50 g";"http://www.bcfi.be/nl/contents/jump?amppid=105874";"http://www.bcfi.be/nl/contents/jump?amppid=105874&view=pvt"
"2480622";"Curafil wiek 12 x (2,5 x 91 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106336";"http://www.bcfi.be/nl/contents/jump?amppid=106336&view=pvt"
"2355253";"Suprasorb A + AG verband 5 x (10 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129379";"http://www.bcfi.be/nl/contents/jump?amppid=129379&view=pvt"
"3137585";"Durafiber wiek 5 x (2 x 45 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129569";"http://www.bcfi.be/nl/contents/jump?amppid=129569&view=pvt"
"2988210";"Urgotul verband 3 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130476";"http://www.bcfi.be/nl/contents/jump?amppid=130476&view=pvt"
"2975894";"Suprasorb P verband Niet-klevend 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129775";"http://www.bcfi.be/nl/contents/jump?amppid=129775&view=pvt"
"3197357";"Rezolsta 800/150 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=128769";"http://www.bcfi.be/nl/contents/jump?amppid=128769&view=pvt"
"3298973";"Duloxetine Mylan harde maagsapresist. caps. 28 x 30 mg";"http://www.bcfi.be/nl/contents/jump?amppid=129031";"http://www.bcfi.be/nl/contents/jump?amppid=129031&view=pvt"
"2988079";"Urgotul Lite verband Border 3 x (10 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130351";"http://www.bcfi.be/nl/contents/jump?amppid=130351&view=pvt"
"2970754";"Spycra Protect verband 3 x (18 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=133199";"http://www.bcfi.be/nl/contents/jump?amppid=133199&view=pvt"
"3167533";"Corbilta 150/37,5/200 filmomh. tabl. 100 x";"http://www.bcfi.be/nl/contents/jump?amppid=129080";"http://www.bcfi.be/nl/contents/jump?amppid=129080&view=pvt"
"2970762";"Spycra Protect verband 1 x (5 x 150 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=133207";"http://www.bcfi.be/nl/contents/jump?amppid=133207&view=pvt"
"3263704";"Velphoro kauwtabl. 90 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=129189";"http://www.bcfi.be/nl/contents/jump?amppid=129189&view=pvt"
"3187184";"Leflunomide Medac filmomh. tabl. 100 x 15 mg";"http://www.bcfi.be/nl/contents/jump?amppid=129239";"http://www.bcfi.be/nl/contents/jump?amppid=129239&view=pvt"
"2764058";"Gemcitabine AB inf. oploss. (pdr.) i.v. [flac.] 1 x 2 g";"http://www.bcfi.be/nl/contents/jump?amppid=68452";"http://www.bcfi.be/nl/contents/jump?amppid=68452&view=pvt"
"2988046";"Urgotul Lite verband Border 16 x (6,5 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130328";"http://www.bcfi.be/nl/contents/jump?amppid=130328&view=pvt"
"2988053";"Urgotul Lite verband Border 3 x (8 x 8 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130336";"http://www.bcfi.be/nl/contents/jump?amppid=130336&view=pvt"
"3064813";"Atorvastatin Krka filmomh. tabl. 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=130716";"http://www.bcfi.be/nl/contents/jump?amppid=130716&view=pvt"
"3237591";"Fucidin (Impexeco) zalf 30 g 20 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=133843";"http://www.bcfi.be/nl/contents/jump?amppid=133843&view=pvt"
"3060530";"Ramipril EG (Impexeco) tabl. (deelb.) 98 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=73403";"http://www.bcfi.be/nl/contents/jump?amppid=73403&view=pvt"
"2992246";"Urgoclean verband 10 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=139014";"http://www.bcfi.be/nl/contents/jump?amppid=139014&view=pvt"
"3172418";"Sipralexa (Impexeco) filmomh. tabl. (deelb.) 56 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=109793";"http://www.bcfi.be/nl/contents/jump?amppid=109793&view=pvt"
"3128063";"NovoEight inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit] 3 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=129908";"http://www.bcfi.be/nl/contents/jump?amppid=129908&view=pvt"
"3381456";"Genvoya filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=134221";"http://www.bcfi.be/nl/contents/jump?amppid=134221&view=pvt"
"3273968";"Valium (Impexeco) tabl. (deelb.) 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133777";"http://www.bcfi.be/nl/contents/jump?amppid=133777&view=pvt"
"1762749";"Algoplaque verband HP 3 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104471";"http://www.bcfi.be/nl/contents/jump?amppid=104471&view=pvt"
"2304814";"Tegaderm Hydrocolloid verband Thin [Ovaal] 10 x (13 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105015";"http://www.bcfi.be/nl/contents/jump?amppid=105015&view=pvt"
"2480093";"Copa verband 10 x (12,5 x 12,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106062";"http://www.bcfi.be/nl/contents/jump?amppid=106062&view=pvt"
"3456563";"Zepatier 50/100 filmomh. tabl. 28 x";"http://www.bcfi.be/nl/contents/jump?amppid=138669";"http://www.bcfi.be/nl/contents/jump?amppid=138669&view=pvt"
"3159191";"Votubia tabl. 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=134254";"http://www.bcfi.be/nl/contents/jump?amppid=134254&view=pvt"
"3366408";"Aripiprazole EG tabl. 28 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=130948";"http://www.bcfi.be/nl/contents/jump?amppid=130948&view=pvt"
"3159159";"Votubia tabl. 30 x 2,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=134239";"http://www.bcfi.be/nl/contents/jump?amppid=134239&view=pvt"
"3159183";"Votubia tabl. 30 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=134247";"http://www.bcfi.be/nl/contents/jump?amppid=134247&view=pvt"
"2408300";"Allevyn verband Non-adhesive 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105619";"http://www.bcfi.be/nl/contents/jump?amppid=105619&view=pvt"
"2408326";"Allevyn verband Non-adhesive 10 x (20 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105635";"http://www.bcfi.be/nl/contents/jump?amppid=105635&view=pvt"
"2408375";"Allevyn verband Adhesive 3 x (12,5 x 12,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105676";"http://www.bcfi.be/nl/contents/jump?amppid=105676&view=pvt"
"2442945";"Mepilex verband Border Sacrum 5 x (18 x 18 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105833";"http://www.bcfi.be/nl/contents/jump?amppid=105833&view=pvt"
"2442960";"Mepilex verband Border Sacrum 5 x (23 x 23 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105841";"http://www.bcfi.be/nl/contents/jump?amppid=105841&view=pvt"
"2480028";"Copa verband Plus 10 x (7,5 x 7,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106005";"http://www.bcfi.be/nl/contents/jump?amppid=106005&view=pvt"
"2480044";"Copa verband 25 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106021";"http://www.bcfi.be/nl/contents/jump?amppid=106021&view=pvt"
"2480069";"Copa verband 10 x (7,5 x 7,5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106039";"http://www.bcfi.be/nl/contents/jump?amppid=106039&view=pvt"
"2480077";"Copa verband 10 x (7,5 x 8,8 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106047";"http://www.bcfi.be/nl/contents/jump?amppid=106047&view=pvt"
"2480101";"Copa verband 10 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106070";"http://www.bcfi.be/nl/contents/jump?amppid=106070&view=pvt"
"2480119";"Copa verband 10 x (10 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106088";"http://www.bcfi.be/nl/contents/jump?amppid=106088&view=pvt"
"3337938";"Pregabaline Sandoz harde caps. 14 x 75 mg";"http://www.bcfi.be/nl/contents/jump?amppid=131110";"http://www.bcfi.be/nl/contents/jump?amppid=131110&view=pvt"
"2948289";"Urolina harde caps. verl. afgifte 84 x 4 mg";"http://www.bcfi.be/nl/contents/jump?amppid=135764";"http://www.bcfi.be/nl/contents/jump?amppid=135764&view=pvt"
"2672228";"Biatain-Ag verband Niet-klevend 5 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106625";"http://www.bcfi.be/nl/contents/jump?amppid=106625&view=pvt"
"2480317";"Curasorb verband Plus 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106245";"http://www.bcfi.be/nl/contents/jump?amppid=106245&view=pvt"
"3303849";"Movicol (Impexeco) oploss. (pdr., zakjes) Neutral 20 x";"http://www.bcfi.be/nl/contents/jump?amppid=133520";"http://www.bcfi.be/nl/contents/jump?amppid=133520&view=pvt"
"3345857";"Duspatalin harde caps. verl. afgifte Retard 30 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=134668";"http://www.bcfi.be/nl/contents/jump?amppid=134668&view=pvt"
"3188927";"Steovit (Impexeco) 1000/800 kauwtabl. Forte Citroen 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=133678";"http://www.bcfi.be/nl/contents/jump?amppid=133678&view=pvt"
"3153400";"Nurofen (Impexeco) 4 % siroop susp. (zonder suiker) Rood Kinderen 150 ml 200 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=133660";"http://www.bcfi.be/nl/contents/jump?amppid=133660&view=pvt"
"2988194";"Urgotul Lite verband 3 x (15 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130294";"http://www.bcfi.be/nl/contents/jump?amppid=130294&view=pvt"
"2078848";"Cellosorb verband Adhesive 10 x (13 x 13 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129676";"http://www.bcfi.be/nl/contents/jump?amppid=129676&view=pvt"
"2988186";"Urgotul Lite verband 16 x (10 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130286";"http://www.bcfi.be/nl/contents/jump?amppid=130286&view=pvt"
"2988285";"Urgotul verband 10 x (10 x 40 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130542";"http://www.bcfi.be/nl/contents/jump?amppid=130542&view=pvt"
