"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0000315";"ABC";false;"Ivabradine";"**_Plaatsbepaling_** - [Zie Folia januari 2015](http://www.bcfi.be/nl/articles/query?number=F42N01D). - Voor gebruik bij angor, [zie 1.2. Angina pectoris](http://www.bcfi.be/nl/contents/208); voor gebruik bij hartfalen, [zie 1.3. Hartfalen](http://www.bcfi.be/nl/contents/331) **_Indicaties (synthese van de SKP)_** - Angina pectoris: onderhoudsbehandeling wanneer β-blokkers gecontra-indiceerd zijn of niet verdragen worden, of in combinatie met β-blokkers als deze onvoldoende doeltreffend zijn, en dit bij patiënten met sinusritme van ≥ 70 slagen/min. - Chronisch hartfalen (NYHA-klasse II tot IV) met systolische disfunctie, in combinatie met standaardbehandeling of wanneer β-blokkers gecontra-indiceerd zijn, en dit bij patiënten met sinusritme van ≥ 75 slagen/min. **_Contra-indicaties_** - Hartfrequentie &lt; 70 slagen/min. - Sick Sinus Syndroom. - Acute fase van myocardinfarct of cerebrovasculair accident; instabiele angor. - Instabiel of acuut hartfalen. - Risicofactoren voor QT-verlenging (genetisch, medicamenteus). **_Ongewenste effecten_** - Bradycardie, eerstegraads atrioventriculair blok, ventrikelextrasystolen, voorkamerfibrillatie. - Fosfenen (lichtflitsen), wazig zicht. **_Zwangerschap en borstvoeding_** - Ivabradine wordt afgeraden tijdens de zwangerschap: bij het dier werd een teratogeen effect vastgesteld. **_Interacties_** - Verhoogd risico van _torsades de pointes_ bij associëren met middelen die het QT-interval verlengen ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)), dit door het bradycardiserend effect van ivabradine. - Ivabradine is een substraat van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)).";"_"
"0000323";"ABCA";true;"Specialiteiten [Ivabradine]";"_";"_"
"0000331";"AC";false;"Hartfalen";"De medicamenteuze behandeling van hartfalen is vooral gebaseerd op: - diuretica (thiaziden, lisdiuretica en aldosteronantagonisten, [zie 1.4. Diuretica](http://www.bcfi.be/nl/contents/398)) - ACE-inhibitoren (angiotensineconversie-enzyminhibitoren, [zie 1.7.1. ACE-inhibitoren](http://www.bcfi.be/nl/contents/885)) - sartanen (angiotensine-II-receptorantagonisten, [zie 1.7.2. Sartanen](http://www.bcfi.be/nl/contents/992)) - β-blokkers (studies met bisoprolol, carvedilol, metoprolol en nebivolol, [zie 1.5. Bèta-blokkers](http://www.bcfi.be/nl/contents/570)). Er is een beperktere plaats voor: - nitraten ([zie 1.2.1. Nitraten](http://www.bcfi.be/nl/contents/216)) en molsidomine ([zie 1.2.2. Molsidomine](http://www.bcfi.be/nl/contents/299)) - digitalisglycosiden - milrinon - ivabradine ([zie 1.2.3. Ivabradine](http://www.bcfi.be/nl/contents/315)) - dobutamine ([zie 1.9. Hypotensie](http://www.bcfi.be/nl/contents/1321)) - sacubitril/valsartan complex - levosimendan **Aangezien diuretica, β-blokkers, ACE-inhibitoren en sartanen meerdere belangrijke indicaties hebben, worden ze in afzonderlijke hoofdstukken besproken.** **_Plaatsbepaling_** - [Zie Folia maart 2014](http://www.bcfi.be/nl/articles/query?number=F41N03B). - Acuut hartfalen - Acuut hartfalen is een urgentie waarbij parenteraal lisdiuretica en sublinguaal nitraten gebruikt worden, evenals zuurstof; in het ziekenhuis is er ook een plaats voor intraveneuze toediening van nitraten, molsidomine, milrinon, levosimendan, dobutamine en digoxine. - Chronisch hartfalen met gedaalde ejectiefractie - Diuretica (thiaziden, lisdiuretica) vangen bij chronisch hartfalen de symptomen van water- en zoutretentie op. De minimaal effectieve dosis van het diureticum wordt toegediend; hierbij is regelmatig wegen van de patiënt een goede indicator. - ACE-inhibitoren verbeteren de levenskwaliteit en de levensverwachting van de patiënt. - β-blokkers worden als volgende stap met ACE-inhibitoren gecombineerd; ook zij verbeteren de levenskwaliteit en de levensverwachting. - Men tracht de gangbare doses van ACE-inhibitoren en β-blokkers geleidelijk te bereiken, voor zover deze verdragen worden. - Sartanen zijn vooral aangewezen indien de ACE-inhibitoren niet verdragen worden (bv. wegens hoest). De associatie van een ACE-inhibitor en een sartaan wordt afgeraden: er is geen duidelijkheid over het effect op de morbiditeit, er is geen effect op mortaliteit en het risico van verwikkelingen (nierfalen, hyperkaliëmie) neemt toe [[zie Folia september 2013](http://www.bcfi.be/nl/articles/query?number=F40N09D)]. - Het complex sacubitril/valsartan ([zie 1.3.3. Sacubitril/valsartan complex](http://www.bcfi.be/nl/contents/25676)) kan bij een geselecteerde populatie overwogen worden ter vervanging van een ACE-inhibitor of een sartaan. - Een aldosteronantagonist (spironolacton of eplerenon) kan ook geassocieerd worden bij patiënten met blijvende klachten. - Ivabradine ([zie 1.2.3. Ivabradine](http://www.bcfi.be/nl/contents/315)) associëren is te overwegen indien de hartfrequentie ≥ 75 slagen/min is en het hartritme sinusaal is. Er zijn minder ziekenhuisopnames, maar er is geen effect op andere morbiditeit of mortaliteit. - De plaats van nitraten in de behandeling van chronisch hartfalen is omstreden. - Digitalisglycosiden hebben geen bewezen invloed op de mortaliteit. - Bij patiënten behandeld met een ACE-inhibitor of een sartaan dienen nierfunctie en kaliëmie nauwkeurig opgevolgd te worden, zeker als ook een aldosteronantagonist wordt gegeven. - Om hypotensie te vermijden zal elk geneesmiddel aan een lage dosis gestart worden en traag opgedreven worden. Dit is bijzonder het geval voor het gebruik van β-blokkers in deze indicatie. - Chronisch hartfalen met bewaarde ejectiefractie: er werd voor een aantal geneesmiddelen een effect op de klachten vastgesteld, maar er zijn geen aanwijzingen voor een gunstig effect op de overleving [[zie Folia december 2014](http://www.bcfi.be/nl/articles/query?number=F41N12D)].";"_"
"0000349";"ACA";false;"Digitalisglycosiden";"**_Plaatsbepaling_** - [Zie 1.3. Hartfalen](http://www.bcfi.be/nl/contents/331) - Digoxine heeft nog slechts een zeer beperkte plaats in de aanpak van patiënten met hartfalen ([zie 1.3. Hartfalen](http://www.bcfi.be/nl/contents/331)); het wordt soms nog gebruikt bij voorkamerfibrillatie en -flutter om de ventrikelfrequentie te vertragen, maar β-blokkers of calciumantagonisten (verapamil of diltiazem) zijn te verkiezen ([zie 1.8. Antiaritmica](http://www.bcfi.be/nl/contents/1099)). - Metildigoxine heeft waarschijnlijk dezelfde eigenschappen, ongewenste effecten en interacties als digoxine. Gezien de veel grotere ervaring met digoxine, is gebruik van metildigoxine niet verantwoord. **_Indicaties (synthese van de SKP)_** - Voorkamerfibrillatie: om een snel ventriculair ritme te vertragen (_rate control_, d.w.z. verlagen van de ventrikelfrequentie, zonder herstel van het sinusritme, [zie 1.8. Antiaritmica](http://www.bcfi.be/nl/contents/1099)) of indien er symptomatisch hartfalen is. - Ernstig hartfalen bij onvoldoende antwoord op andere middelen. **_Contra-indicaties_** - Tweede- of derdegraads atrioventriculair blok. - Obstructieve cardiomyopathie. - Reciproke tachycardie bij syndroom van Wolff-Parkinson-White. - Ventrikeltachycardie. - Voorkamerfibrillatie en -flutter met traag ventriculair ritme. **_Ongewenste effecten_** - **Digoxine en metildigoxine hebben een nauwe therapeutisch-toxische marge.** - Nausea en andere gastro-intestinale klachten. - Ritme- en geleidingsstoornissen (o.a. ventrikelextrasystolen, ventrikeltachycardie, voorkamertachycardie met atrioventriculair blok) met verhoogd risico bij hypokaliëmie. - Neurologische verschijnselen, visusstoornissen (o.a. gestoord kleurenzicht). **_Interacties_** - Verhoogde gevoeligheid voor digitalisglycosiden door geneesmiddelen die de kaliëmie verlagen (bv. kaliumverliezende diuretica, corticosteroïden). - Verminderde resorptie van digitalisglycosiden door adsorbantia (bv. colestipol, colestyramine, kaolien); een interval van enkele uren tussen de innames is aangewezen. - Digoxine is een substraat van P-gp ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp)), met o.a. stijging van de plasmaconcentraties van digoxine door amiodaron, ciclosporine, clarithromycine, itraconazol en verapamil, en daling van de plasmaconcentraties van digoxine door rifampicine en sint-janskruid. **_Bijzondere voorzorgen_** - **De therapeutisch-toxische marge is nauw.** Meten van de plasmaconcentraties van digoxine (klassiek tussen 1 en 2 ng/ml, lager bij ouderen) kan aangewezen zijn, onder meer bij patiënten met nierinsufficiëntie. Doses die plasmaconcentraties geven lager dan 1 ng/ml zouden volgens sommige studies even doeltreffend maar veiliger zijn. - De resorptie van digoxine is onvolledig en wisselend: verschillen in resorptie kunnen te wijten zijn aan de galenische vorm of aan interacties. - De meeste gevallen van digitalistoxiciteit zijn te wijten aan interacties of aan te hoge doses. Bij nierinsufficiëntie moeten de doses verminderd worden. Bij ouderen is de nierfunctie steeds verminderd, en dient de dosis in elk geval gereduceerd te worden. - Bij massale digitalisintoxicatie worden digoxine-antilichamen gebruikt ([zie 20.1.1.1. Digoxine-antilichamen bij digitalis-intoxicatie](http://www.bcfi.be/nl/contents/19216)). **_Toediening_** - Digoxine wordt in principe oraal toegediend; alleen bij hoogdringendheid of bij resorptiemoeilijkheden kan intraveneuze toediening aangewezen zijn. - De beslissing al of niet een ladingsdosis te geven zal afhangen van de snelheid waarmee men de patiënt wil digitaliseren. Zeker bij de behandeling van hartfalen wordt geen ladingsdosis meer gegeven, wegens het risico van toxiciteit en gezien in urgentie andere middelen (bv. diuretica) aangewezen zijn.";"_"
"0000356";"ACAA";true;"Digoxine";"_";"bij normale nierfunctie: onderhoudsdosis gemiddeld 0,25 mg p.d.; ladingsdosis (slechts uitzonderlijk toe te passen) 0,75 mg p.d. gedurende 3 dagen"
"0000364";"ACAB";true;"Metildigoxine";"_";"_"
"0018648";"ACB";false;"Milrinon";"Milrinon is een fosfodiësterase type 3-inhibitor en heeft positief-inotrope en vasodilaterende eigenschappen. **_Plaatsbepaling_** - [Zie 1.3. Hartfalen](http://www.bcfi.be/nl/contents/331) - De plaats van milrinon is zeer beperkt omwille van de mogelijkheid van zeer ernstige ongewenste effecten. **_Indicaties (synthese van de SKP)_** - Therapieresistent ernstig hartfalen. **_Ongewenste effecten_** - Ventriculaire en supraventriculaire aritmiëen, hypotensie. - Zelden: ventrikelfibrillatie, angina pectoris, bronchospasme, anafylactische shock. **_Bijzondere voorzorgen_** - Continue monitoring is nodig.";"_"
"0000380";"ACBA";true;"Milrinon";"_";"_"
"0000679";"AEI";true;"Nebivolol";"_";"hypertensie - 5 mg p.d. in 1 dosis hartfalen - 1,25 mg p.d. in 1 dosis, nadien langzaam verhogen tot 10 mg p.d. in 1 à 2 doses"
"0000687";"AEJ";true;"Pindolol";"De specialiteit Visken® is uit de markt genomen in juli 2016.";"_"
"0000695";"AEK";true;"Propranolol";"_";"hypertensie, angor en aritmie - 80 à 240 mg p.d. in 2 à 4 doses (of in 1 dosis voor verlengde/gereguleerde afgifte) sec. prev. myocardinfarct - 160 à 240 mg p.d. in 3 à 4 doses (of in 1 dosis voor verlengde/gereguleerde afgifte) profyl. behandeling van migraine - 40 mg, 2 à 3 maal p.d., eventueel te verhogen tot 160 mg p.d. (80 à 160 mg p.d. in 1 dosis voor verlengde/gereguleerde afgifte) podiumvrees: 10 à 40 mg p.d. in 1 dosis"
"0000703";"AF";false;"Calciumantagonisten";"Calciumantagonisten inhiberen, vooral ter hoogte van het cardiovasculaire systeem, de influx van calcium in de cellen, maar de verschillende klassen hebben tamelijk uiteenlopende effecten. De _dihydropyridines_ zijn vooral vasodilaterend en hebben minder direct effect op het hart. _Verapamil_ vertraagt de hartfrequentie en de geleiding over de AV-knoop. Tevens vermindert het de contractiliteit van het hart en van de vasculaire gladde spiercellen. _Diltiazem_ geeft perifere vasodilatatie en vertraging van de hartfrequentie. **_Plaatsbepaling_** - _Hypertensie_ ([zie 1.1. Hypertensie](http://www.bcfi.be/nl/contents/26)): calciumantagonisten verlagen bij hypertensie de morbiditeit en de mortaliteit. Ze hebben vooral een plaats bij systolische hypertensie bij ouderen en bij patiënten met stabiele angina pectoris. In hoeverre de verschillen in vasculaire selectiviteit tussen de dihydropyridines relevant zijn in verband met de antihypertensieve doeltreffendheid staat niet vast. - _Stabiele en vasospastische angor_: onderhoudsbehandeling ([zie 1.2. Angina pectoris](http://www.bcfi.be/nl/contents/208)). - _Supraventriculaire tachycardie_: verapamil intraveneus (niet meer gecommercialiseerd in België), [zie 1.8. Antiaritmica](http://www.bcfi.be/nl/contents/1099) - _Syndroom van Raynaud_: best gedocumenteerd voor nifedipine, maar ook voor amlodipine, felodipine, isradipine en diltiazem (indicatie niet vermeld in de SKP). - _Tocolyse_: nifedipine (indicatie niet vermeld in de SKP) [[zie Folia oktober 2008](http://www.bcfi.be/nl/articles/query?number=F35N10D)]. - _Sinusale tachycardie_: verapamil en diltiazem worden gebruikt om het hartritme te vertragen wanneer β-blokkers ontoereikend of gecontra-indiceerd zijn. - _Voorkamerfibrillatie met snel ventriculair antwoord_: vertraging van het hartritme voor _rate control_, d.w.z. verlagen van de ventrikelfrequentie zonder herstel van het sinusritme ([zie 1.8. Antiaritmica](http://www.bcfi.be/nl/contents/1099)) met verapamil en diltiazem; de dihydropyridines hebben dit effect niet. **_Indicaties (synthese van de SKP)_** - Hypertensie. - Stabiele en vasospastische angor. - Nimodipine: preventie van ischemische letsels bij acute subarachnoïdale bloedingen. - Verapamil en diltiazem: vertragen van het hartritme. **_Contra-indicaties_** - Dihydropyridines: instabiele angor, recent myocardinfarct. - Verapamil en diltiazem: tweede- of derdegraads atrioventriculair blok, Sick Sinus Syndroom. - Hartfalen: vooral verapamil en diltiazem. - **Het gebruik van verapamil intraveneus is gecontra-indiceerd bij patiënten onder β-blokkers, bij reciproke tachycardie bij syndroom van Wolff-Parkinson-White en bij ventrikeltachycardie, wegens het gevaar voor cardiale depressie en shock.** **_Ongewenste effecten_** - Overdreven vermindering van contractiliteit en frequentie van het hart: vooral verapamil. - Gingivale hyperplasie. - Obstipatie: vooral verapamil. - Dihydropyridines: ook perifere vasodilatatie met hoofdpijn, enkeloedeem, warmte-opwellingen, hypotensie en reflectoire tachycardie. **_Zwangerschap en borstvoeding_** - [Zie 1.1. Hypertensie](http://www.bcfi.be/nl/contents/26) _en_ [Folia februari 2012](http://www.bcfi.be/nl/articles/query?number=F39N02B). **_Interacties_** - [Zie 1.1. Hypertensie](http://www.bcfi.be/nl/contents/26) - Verhoogd risico van ongewenste effecten van de β-blokkers (bradycardie, atrioventriculair blok en verminderde myocardcontractiliteit) bij associëren met verapamil en in mindere mate diltiazem. **Het gebruik van verapamil intraveneus is gecontra-indiceerd bij patiënten onder β-blokkers wegens het gevaar voor cardiale depressie en shock.** - Verapamil kan de afbraak van alcohol vertragen. - Vele dihydropyridines (amlodipine, felodipine, nifedipine, nisoldipine, nitrendipine) en verapamil en diltiazem zijn substraten van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). Sommige calciumantagonisten (bv. felodipine en verapamil) vertonen na orale toediening een uitgesproken eerste-passage extractie t.h.v. de lever. Hun biologische beschikbaarheid verhoogt bij associëren met CYP3A4-inhibitoren, en verlaagt bij associëren met CYP3A4-inductoren. - Verapamil en diltiazem inhiberen daarenboven CYP3A4 en P-gp ([Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp) _en_ [% in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp)). - Nicardipine inhibeert P-gp ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp)). **_Dosering_** - De doses die hier worden gegeven zijn deze die gewoonlijk worden toegepast.";"_"
"0000711";"AFA";false;"Dihydropyridines";"_";"_"
"0000729";"AFAA";true;"Amlodipine";"_";"hypertensie en angor - 5 à 10 mg p.d. in 1 dosis"
"0000737";"AFAB";true;"Barnidipine";"_";"hypertensie - 10 à 20 mg p.d. in 1 dosis"
"0025403";"AFAC";true;"Clevidipine";"_";"_"
"0000745";"AFAD";true;"Felodipine";"_";"hypertensie en angor - 5 à 10 mg p.d. in 1 dosis"
"0000752";"AFAE";true;"Isradipine";"_";"hypertensie - 5 mg p.d. in 1 (verlengde afgifte) à 2 doses"
"0000760";"AFAF";true;"Lacidipine";"De specialiteit Motens® is uit de markt genomen in december 2016.";"_"
"0025676";"ACC";false;"Sacubitril/valsartan complex";"Sacubitril is een inhibitor van neprilysine, een enzym dat tussenkomt in de afbraak van de natriuretische peptiden. Dit leidt tot inhibitie van de renine- en aldosteronvrijstelling, daling van de arteriële bloeddruk, vasodilatatie en toename van de diurese. Valsartan is een angiotensine II-receptorantagonist ([zie 1.7.2. Sartanen](http://www.bcfi.be/nl/contents/992)). In dit complex is de biologische beschikbaarheid van valsartan hoger dan deze van valsartan in monopreparaat. **_Plaatsbepaling_** - [Zie 1.3. Hartfalen](http://www.bcfi.be/nl/contents/331) - Het complex sacubitril/valsartan kan bij een geselecteerde populatie overwogen worden ter vervanging van een ACE-inhibitor of een sartaan. Sacubitril/valsartan werd enkel onderzocht bij relatief jonge patiënten (&lt; 75 jaar) die weinig symptomatisch zijn, een uitgesproken gedaalde ejectiefractie hebben, en stabiel zijn onder de standaardbehandeling (β-blokker + diureticum + ACE-inhibitor of sartaan). Ten opzichte van enalapril werd een lichtjes meer uitgesproken daling van de totale mortaliteit, van de cardiovasculaire mortaliteit en van het aantal hospitalisaties omwille van hartfalen vastgesteld. **_Indicaties (synthese van de SKP)_** - Chronisch hartfalen met verminderde ejectiefractie. **_Contra-indicaties_** - Deze van de ACE-inhibitoren en de sartanen: zwangerschap, hyperkaliëmie, bilaterale stenose van de nierarteriën of stenose bij unieke nier. - Gelijktijdig gebruik van een ACE-inhibitor. - Antecedent van angio-oedeem. **_Ongewenste effecten_** - Deze van de ACE-inhibitoren ([zie 1.7.1. ACE-inhibitoren](http://www.bcfi.be/nl/contents/885) _en_ [1.7.2. Sartanen](http://www.bcfi.be/nl/contents/992)), met uitzondering van hoest. - Verhoogd risico van hypotensie en angio-oedeem. **_Interacties_** - **Verhoogd risico van hyperkaliëmie bij associëren met kaliumsupplementen of kaliumsparende diuretica.** **_Bijzondere voorzorgen_** - Deze van de ACE-inhibitoren ([zie 1.7.1. ACE-inhibitoren](http://www.bcfi.be/nl/contents/885)). - Wegens het verhoogde risico van angio-oedeem wordt aanbevolen om na stoppen van een ACE-inhibitor 36 uur te wachten alvorens te starten met sacubitril + valsartan. **_Zwangerschap en borstvoeding_** - **Sartanen zijn, naar analogie met de ACE-inhibitoren, gecontra-indiceerd gedurende de hele duur van de zwangerschap (risico van nierinsufficiëntie, anurie, hypotensie, oligohydramnion, longhypoplasie en andere morfologische afwijkingen bij de foetus).**";"_"
