"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"3078144";"CAABC";"0002576";"G";"19836-2485";"O";"Omeprazol AB harde maagsapresist. caps. 28x 20mg";"_";"00058";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c2";13.0500;"_";"_";"_";"_";"harde maagsapresist. caps.";21.1400;5.9200;5.9200;"23861";"omeprazol oraal 20 mg";false;true;"_";true;false;false;true;false
"3164241";"IAABB";"0006866";"_";"19471-885";"O";"Nurofen (Impexeco) omh. tabl. 30x 400mg";"_";"00046";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";8.9900;"_";"parallelinvoer";"_";"_";"omh. tabl.";29.9700;8.9900;8.9900;"16279";"ibuprofen oraal 400 mg";false;false;"_";false;false;false;true;false
"3143658";"JAAC";"0007500";"_";"14845-885";"O";"Lendormin (Impexeco) tabl. (deelb.) 30x 0,25mg";"_";"00010";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";13.7700;"_";"parallelinvoer";"_";"_";"tabl. (deelb.)";45.9000;13.7700;13.7700;"4325";"brotizolam oraal 0,25 mg";false;false;"_";false;false;false;true;false
"3463270";"JDB";"0026179";"_";"33704-1727";"O";"Intuniv tabl. verl. afgifte 28x 1mg";"_";"00044";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";81.1300;"_";"_";"_";"_";"tabl. verl. afgifte";289.7500;81.1300;81.1300;"36939";"guanfacine oraal (gereg. afgifte) 1 mg";true;false;"_";false;false;false;true;false
"1152743";"LAALA";"0011486";"_";"25130-2097";"O";"Stamaril inj. susp. (pdr.+solv.) [flac.+voorgev. spuit] 1dos.";"_";"00373";"_";1;"x";1.0000;"dos.";"_";"_";0.5000;"ml";"s";"_";"_";"_";0.0000;"_";"bevat kippenei-eiwit";"_";"_";"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";0.0000;0.0000;0.0000;"14373";"gelekoortsvirus injectie [NOVOS: biological]";false;false;"_";false;false;false;true;false
"0033423";"OBEB";"0014340";"_";"7021-943";"U";"Daktacort 20/10 crème 15g";"_";"00025";"_";1;"x";15.0000;"g";"_";"_";0.0000;"_";"_";"_";"_";"_";6.8700;"_";"_";"_";"_";"crème";45.8000;6.8700;6.8700;"15800";"hydrocortison + miconazol nitraat crème cutaan 10 mg + 20 mg / 1 g [no switch: lokaal]";false;false;"_";false;false;false;true;false
"3412632";"AADI";"0020628";"G";"27581-885";"U";"Triplixam (Impexeco) 10/2,5/5 filmomh. tabl. 90x";"_";"00009";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";51.8100;"_";"parallelinvoer";"_";"_";"filmomh. tabl.";14.7900;13.3100;7.9000;"34033";"perindopril + indapamide + amlodipine oraal 10 mg + 2,5 mg + 5 mg";false;true;"_";true;false;false;true;false
"2324911";"LACAA";"0018358";"_";"16113-1263";"U";"M.M.R. VaxPro inj. susp. (pdr.+solv.) [flac.+voorgev. spuit] 1dos.";"_";"00373";"_";1;"x";1.0000;"dos.";"_";"_";0.7000;"ml";"s";"_";"_";"_";0.0000;"_";"bevat gelatine en neomycine";"_";"_";"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]";0.0000;0.0000;0.0000;"3962";"bofvirus + mazelenvirus + rubellavirus injectie [NOVOS: biological]";false;false;"_";false;false;false;true;false
"2476083";"FBBBA";"0018192";"_";"24059-1446";"O";"Sayana inj. susp. s.c. [voorgev. spuit] 1x 104mg/0,65ml";"_";"00368";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";22.9800;"_";"_";104 mg om de 3 maanden;"_";"inj. susp. s.c. [voorgev. spuit]";2298.0000;22.9800;22.9800;"20156";"medroxyprogesteron injectie 104 mg / 0,65 ml";false;false;"_";false;false;false;true;false
"2716884";"ECFD";"0005892";"_";"11932-661";"O";"Gonapeptyl inj. oploss. s.c. Daily [voorgev. spuit] 7x 0,1mg/1ml";"_";"00671";"_";7;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";42.1400;"_";"_";"_";"_";"inj. oploss. s.c. Daily [voorgev. spuit]";602.0000;42.1400;42.1400;"31435";"triptoreline injectie 0,1 mg / 1 ml";false;false;"_";false;false;false;true;false
"3377322";"JCAAB";"0008177";"G";"9449-885";"O";"Escitalopram Sandoz (Impexeco) filmomh. tabl. (deelb.) 56x 20mg";"_";"00007";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";13.4500;"_";"parallelinvoer";"_";"_";"filmomh. tabl. (deelb.)";5.5400;3.1000;1.8600;"11197";"escitalopram oraal 20 mg";false;true;"_";true;false;false;true;false
"3050176";"LACIA";"0018481";"_";"12328-2097";"U";"Hexyon inj. susp. i.m. [voorgev. spuit] 1x0,5ml";"_";"00152";"_";1;"x";0.5000;"ml";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"_";"bevat aluminium, neomycine, polymyxine B en streptomycine";"_";"_";"inj. susp. i.m. [voorgev. spuit]";0.0000;0.0000;0.0000;"15701";"hexavalent vaccin voor zuigelingen voor injectie [NOVOS: biological]";true;false;"_";false;false;false;true;false
"2446680";"HCAG";"0006593";"_";"17772-1784";"O";"Morphine HCL Sterop inj./inf. oploss. [amp.] 10x 20mg/1ml";"_";"00604";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";15.0300;"_";"verdovend middel";"_";"_";"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]";150.3000;15.0300;15.0300;"22095";"morfine injectie/infusie 20 mg / 1 ml [VOS!: verdoving+]";false;false;"_";false;false;true;true;false
"3377330";"JCAAB";"0008177";"G";"9449-885";"O";"Escitalopram Sandoz (Impexeco) filmomh. tabl. (deelb.) 98x 20mg";"_";"00007";"_";98;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";24.5700;"_";"parallelinvoer";"_";"_";"filmomh. tabl. (deelb.)";6.9600;6.8200;4.0600;"11197";"escitalopram oraal 20 mg";false;true;"_";true;false;false;true;false
"3096872";"HBAA";"0006437";"_";"976-1743";"O";"Algostase Mono tabl. (deelb.) 90x 1 g [flacon]";"_";"00010";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";9.5700;"_";"de verpakkingen van 100 x 500 mg en 90 x 1 g zijn beschikbaar in blister en in flacon; op voorschrift of op schriftelijke aanvraag van de patiënt";"_";"_";"tabl. (deelb.)";10.6300;9.5700;9.5700;"24745";"paracetamol oraal 1 g";false;false;"_";false;false;false;true;false
"3091246";"EAHA";"0020701";"B";"13292-935";"O";"Invokana filmomh. tabl. 30x 300mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";87.5500;"_";"_";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"33183";"canagliflozine oraal 300 mg";true;false;"_";true;false;false;true;false
"3096898";"HBAA";"0006437";"_";"976-1743";"O";"Algostase Mono tabl. (deelb.) 100x 500mg";"_";"00010";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"_";7.5200;"_";"de verpakkingen van 100 x 500 mg en 90 x 1 g zijn beschikbaar in blister en in flacon; op voorschrift of op schriftelijke aanvraag van de patiënt";"_";"_";"tabl. (deelb.)";7.5200;7.5200;7.5200;"24901";"paracetamol oraal 500 mg";false;false;"_";false;false;false;true;false
"3328622";"OAAG";"0025346";"_";"33043-2451";"O";"Ethanol VWR 96% cut. oploss. (alc.) 5l";"_";"00185";"_";1;"x";5.0000;"l";"_";"_";0.0000;"_";"_";"_";"_";"_";22.6000;"_";"_";"_";"_";"cut. oploss. (alc.)";452.0000;22.6000;22.6000;"35774";"ethanol oplossing cutaan [no switch: lokaal]";false;false;"_";false;false;false;true;false
"3429644";"JFDA";"0008631";"G";"33183-612";"O";"Rasagiline EG filmomh. tabl. 112x 1mg";"_";"00009";"_";112;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";139.5700;"_";"_";"_";"_";"filmomh. tabl.";13.2100;14.8000;9.8000;"27284";"rasagiline oraal 1 mg";false;true;"_";true;false;false;true;false
"3435195";"AADI";"0020628";"G";"27581-885";"U";"Triplixam (Impexeco) 10/2,5/10 filmomh. tabl. 90x";"_";"00009";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";64.1800;"_";"parallelinvoer";"_";"_";"filmomh. tabl.";16.4400;14.8000;9.6500;"34041";"perindopril + indapamide + amlodipine oraal 10 mg + 2,5 mg + 10 mg";false;true;"_";true;false;false;true;false
"3426475";"JCBAB";"0016501";"B";"1628-885";"O";"Anafranil (Impexeco) tabl. verl. afgifte (deelb.) Retard Divitabs 42x 75mg";"_";"00713";"_";42;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";15.8800;"_";"parallelinvoer";"_";"_";"tabl. verl. afgifte (deelb.) Retard Divitabs";9.3600;3.9300;2.3600;"7229";"clomipramine oraal (gereg. afgifte) 75 mg";false;false;"_";true;false;false;true;false
"1508142";"OMDA";"0014795";"_";"13243-1750";"O";"Intrasite gel 10x25g";"_";"00201";"_";10;"x";25.0000;"g";"_";"_";0.0000;"_";"_";"_";"_";"4";53.0000;"_";"_";"_";"_";"gel";21.2000;53.0000;53.0000;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"2975910";"OMEA";"0014811";"_";"31971-2295";"O";"Suprasorb P verband Zelfklevend 5x (15x20cm)";"_";"00839";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";62.3100;"_";"_";"_";"_";"verband Zelfklevend";1246.2000;62.3100;62.3100;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"3121191";"LDAAD";"0012435";"G";"8623-1636";"O";"Ebastine Sandoz orodisp. tabl. 40x 10mg";"_";"00227";"_";40;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"cs";10.1900;"_";"_";"_";"_";"orodisp. tabl.";11.8500;4.7400;4.7400;"10082";"ebastine oraal 10 mg";false;true;"_";true;false;false;true;false
"3340536";"AHDAA";"0001297";"_";"2519-117";"O";"Atropine Sulfate Aguettant inj. oploss. [voorgev. spuit] 10x 0,5mg/5ml";"_";"00425";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj. oploss. i.m./i.v. [voorgev. spuit]";0.0000;0.0000;0.0000;"36400";"atropine injectie 0,5 mg / 5 ml";false;false;"_";false;false;false;true;false
"3137403";"LCBPA";"0020677";"B";"2543-2097";"O";"Aubagio filmomh. tabl. 28x 14mg";"_";"00009";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";806.7700;"_";"_";"_";"_";"filmomh. tabl.";42.5000;11.9000;7.9000;"32813";"teriflunomide oraal 14 mg";true;false;"_";true;false;false;true;false
"3147360";"IAAEA";"0006981";"G";"4853-612";"O";"Celecoxib EG harde caps. 60x 200mg";"_";"00011";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";22.9400;"_";"_";"_";"_";"harde caps.";10.7200;6.4300;3.8300;"5868";"celecoxib oraal 200 mg";false;true;"_";true;false;false;true;false
"3154887";"JBDA";"0007922";"R";"75-1073";"O";"Abilify inj. susp. verl. afgifte (pdr.+solv.) i.m. Maintena [2x flac.] 400mg";"_";"00405";"_";1;"x";"_";"_";"_";"_";2.0000;"ml";"s";"_";"R";"b4";255.2700;"_";"_";"_";"_";"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]";1190.0000;11.9000;7.9000;"33662";"aripiprazol injectie (gereg. afgifte) 400 mg";false;false;"_";true;false;false;true;false
"3164514";"JCAAB";"0008177";"G";"9407-1743";"O";"Escidivule omh. tabl. (deelb.) 30x 20mg";"_";"00100";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";12.3200;"_";"_";"_";"_";"omh. tabl. (deelb.)";9.0300;2.7100;1.6300;"11197";"escitalopram oraal 20 mg";false;true;"_";true;false;false;true;false
"3435229";"AADI";"0020628";"G";"27581-885";"U";"Triplixam (Impexeco) 5/1,25/10 filmomh. tabl. 90x";"_";"00009";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";44.8700;"_";"parallelinvoer";"_";"_";"filmomh. tabl.";12.9400;11.6500;6.9200;"34025";"perindopril + indapamide + amlodipine oraal 5 mg + 1,25 mg + 10 mg";false;true;"_";true;false;false;true;false
"2987881";"OMEA";"0014811";"_";"32151-1917";"O";"Urgotul Ag Lite verband Border 3x (8x8cm)";"_";"00392";"_";3;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";10.4500;"_";"_";"_";"_";"verband Border";348.3300;10.4500;10.4500;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"2942852";"JBDF";"0007963";"G";"22533-1636";"O";"Quetiapin Sandoz tabl. verl. afgifte Retard 100x 200mg";"_";"00027";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";76.7800;"_";"_";"_";"_";"tabl. verl. afgifte Retard";14.8000;14.8000;9.8000;"26963";"quetiapine oraal (gereg. afgifte) 200 mg";false;true;"_";true;false;false;true;false
"3182565";"PEDA";"0018507";"R";"16014-166";"O";"Lumigan ocul. druppels oploss. (unidose) 90x 0,12mg/0,4ml";"_";"00221";"_";90;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";41.3300;"_";"_";"_";"_";"ocul. druppels oploss. (unidose) [zonder bew.]";12.0100;10.8100;6.4200;"3764";"bimatoprost druppels oculair (zonder bew.) 0,12 mg / 0,4 ml [no switch: lokaal]";false;false;"_";true;false;false;true;false
"2942894";"JBDF";"0007963";"G";"22533-1636";"O";"Quetiapin Sandoz tabl. verl. afgifte Retard 100x 300mg";"_";"00027";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";110.6400;"_";"_";"_";"_";"tabl. verl. afgifte Retard";14.8000;14.8000;9.8000;"26997";"quetiapine oraal (gereg. afgifte) 300 mg";false;true;"_";true;false;false;true;false
"2981777";"PEFC";"0025999";"R";"6593-1529";"U";"Cosopt (PIP) 20/5 ocul. druppels oploss. Ocumeter Plus 3x5ml";"_";"00403";"_";3;"x";5.0000;"ml";"_";"_";0.0000;"_";"_";"_";"R";"b4";29.4800;"_";"bevat benzalkonium chloride; parallelinvoer";"_";"_";"ocul. druppels oploss. Ocumeter Plus";66.3300;9.9500;6.9700;"9829";"dorzolamide + timolol druppels oculair 20 mg + 5 mg / 1 ml [no switch: lokaal]";false;false;"_";false;false;false;true;false
"2950863";"KAEB";"0010181";"B";"25965-885";"O";"Tavanic (Impexeco) filmomh. tabl. (deelb.) 10x 500mg";"_";"00007";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"c";18.8200;"_";"parallelinvoer";"_";"_";"filmomh. tabl. (deelb.)";98.9000;9.8900;9.8000;"19083";"levofloxacine oraal 500 mg";false;false;"_";false;false;false;true;false
"3432291";"DAFA";"0003806";"G";"17699-885";"O";"Montelukast EG (Impexeco) filmomh. tabl. 28x 10mg";"_";"00009";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b2";17.7900;"_";"parallelinvoer";"_";"_";"filmomh. tabl.";16.3900;4.5900;2.7600;"22012";"montelukast oraal 10 mg";false;true;"_";true;false;false;true;false
"2647063";"KBDA";"0010538";"B";"26401-984";"O";"Terbinafine Biorga tabl. (deelb.) 56x 250mg";"_";"00010";"_";56;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";48.1700;"_";"_";"_";"_";"tabl. (deelb.)";21.2500;11.9000;7.3900;"30106";"terbinafine oraal 250 mg";false;false;"_";false;false;false;true;false
"3172319";"CAABD";"0002584";"B";"20735-885";"O";"Pantomed (Impexeco) maagsapresist. tabl. 100x 20mg";"_";"00103";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b2";19.5100;"_";"parallelinvoer";"_";"_";"maagsapresist. tabl.";5.1900;5.1900;3.1100;"24646";"pantoprazol oraal 20 mg";false;false;"_";false;false;false;true;false
"3138476";"JBDF";"0007963";"G";"22574-1818";"O";"Quetiapine Teva tabl. verl. afgifte Retard 30x 50mg";"_";"00027";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";24.9500;"_";"_";"_";"_";"tabl. verl. afgifte Retard";23.0300;6.9100;4.1100;"27011";"quetiapine oraal (gereg. afgifte) 50 mg";false;true;"_";true;false;false;true;false
"3237880";"HBBA";"0006452";"_";"2220-299";"O";"Aspirine omh. tabl. Fasttabs 40x 500mg";"_";"00381";"_";40;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";11.3000;"_";"_";"_";"_";"omh. tabl. Fasttabs";28.2500;11.3000;11.3000;"398";"acetylsalicylzuur oraal 500 mg";false;false;"_";false;false;false;true;false
"2922136";"ALAA";"0001552";"G";"2444-1289";"O";"Atorvastatine Mylan filmomh. tabl. (deelb.) 28x 10mg";"_";"00007";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b";9.3000;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";5.9600;1.6700;1.0000;"2451";"atorvastatine oraal 10 mg";false;true;"_";true;false;false;true;false
"3393980";"BBAA";"0002246";"B";"33381-1792";"O";"Elocta inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 3000IE";"_";"00130";"_";1;"x";"_";"_";"_";"_";3.0000;"ml";"s";"_";"R";"a4";2736.4000;"_";"_";"_";"_";"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";0.0000;0.0000;0.0000;"36566";"efmoroctocog alfa injectie 3 000 IE [NOVOS: biological]";true;false;"_";true;false;false;true;false
"3040359";"IEBH";"0028357";"G";"30932-1636";"C";"Alendronaat+Calcium/Vitamine D Combi Sandoz 1x (4x+24x)";"_";"00699";"_";1;"x";"_";"_";"_";"_";0.0000;"_";"_";"4+24";"R";"b";13.0500;"_";"_";"_";"_";"filmomh. tabl. + bruistabl.";296.0000;2.9600;1.7800;"33969";"alendroninezuur oraal 70 mg (I) + calcium + colecalciferol oraal 1 g + 880 IE (II)";false;true;"_";true;false;false;true;false
"3270907";"IAAEA";"0006981";"G";"4846-216";"O";"Celecoxib Apotex harde caps. 100x 200mg";"_";"00011";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";23.3800;"_";"_";"_";"_";"harde caps.";6.5400;6.5400;3.8900;"5868";"celecoxib oraal 200 mg";false;true;"_";true;false;false;true;false
"2922151";"ALAA";"0001552";"G";"2444-1289";"O";"Atorvastatine Mylan filmomh. tabl. (deelb.) 28x 20mg";"_";"00007";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b";11.8000;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";9.0400;2.5300;1.5200;"2469";"atorvastatine oraal 20 mg";false;true;"_";true;false;false;true;false
"3203254";"FFAA";"0005942";"G";"30924-554";"O";"Progebel zachte caps. 45x 200mg";"_";"00019";"_";45;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";13.7800;"_";"_";200 à 300 mg p.d. in 1 à 2 doses;"_";"zachte caps.";7.1300;3.2100;1.9300;"26526";"progesteron oraal 200 mg";false;true;"_";true;false;false;true;false
"2988111";"OMEA";"0014811";"_";"32144-1917";"O";"Urgotul Lite verband Border 3x (15x20cm)";"_";"00392";"_";3;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";32.6200;"_";"_";"_";"_";"verband Border";1087.3300;32.6200;32.6200;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"3430246";"KAAACC";"0009548";"_";"2568-828";"U";"Augmentin 1/200 inj. oploss. (pdr.) i.v. [flac.] 10x";"_";"00430";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj. oploss. (pdr.) i.v. [flac.]";0.0000;0.0000;0.0000;"1800";"amoxicilline + clavulaanzuur injectie 1 g + 200 mg";false;false;"_";false;false;false;true;false
"2922177";"ALAA";"0001552";"G";"2444-1289";"O";"Atorvastatine Mylan filmomh. tabl. (deelb.) 84x 40mg";"_";"00007";"_";84;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b";21.9400;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";7.1900;6.0400;3.6300;"2477";"atorvastatine oraal 40 mg";false;true;"_";true;false;false;true;false
"3075231";"IAABB";"0006866";"G";"12740-1289";"O";"Ibuprofen Mylan filmomh. tabl. Lysine 30x 400mg";"_";"00763";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";6.0400;"_";"_";"_";"_";"filmomh. tabl. Lysine";1.6000;0.4800;0.2900;"16279";"ibuprofen oraal 400 mg";false;true;"_";true;false;false;true;false
"3115813";"JGAEA";"0020545";"B";"11361-562";"O";"Fycompa filmomh. tabl. 28x 6mg";"_";"00009";"_";28;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4";128.0100;"_";"_";"_";"_";"filmomh. tabl.";0.0000;0.0000;0.0000;"25395";"perampanel oraal 6 mg [no switch: nauwe TT marge]";false;false;"_";true;false;false;true;false
"3391414";"APA";"0025627";"G";"33738-1701";"U";"Lipertance 20/5/5 filmomh. tabl. 30x";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";21.1400;"_";"_";1 tabl. p.d.;"_";"filmomh. tabl.";19.1700;5.7500;3.4500;"36996";"atorvastatine + perindopril + amlodipine oraal 20 mg + 5 mg + 5 mg";false;true;"_";true;false;false;true;false
"3456589";"KAAACC";"0009548";"_";"2568-828";"U";"Augmentin 1/100 inj./inf. oploss. (pdr.) i.v. P [flac.] 10x";"_";"00429";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"_";0.0000;"H";"_";"_";"_";"inj./inf. oploss. (pdr.) i.v. P [flac.]";0.0000;0.0000;0.0000;"1792";"amoxicilline + clavulaanzuur injectie/infusie 1 g + 100 mg";false;false;"_";false;false;false;true;false
"2975902";"OMEA";"0014811";"_";"31971-2295";"O";"Suprasorb P verband Niet-klevend 5x (15x20cm)";"_";"00020";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";62.3100;"_";"_";"_";"_";"verband Niet-klevend";1246.2000;62.3100;62.3100;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"3421476";"KBCE";"0010512";"G";"33829-1289";"O";"Voriconazole Mylan filmomh. tabl. 30x 200mg";"_";"00009";"_";30;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a4 b4";602.7500;"_";"_";"_";"_";"filmomh. tabl.";39.6700;11.9000;7.9000;"32250";"voriconazol oraal 200 mg";false;true;"_";true;false;false;true;false
"0062547";"JBBBB";"0020065";"B";"20172-596";"O";"Orap tabl. 75x 1mg";"_";"00002";"_";75;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";11.3700;"_";"_";"_";"_";"tabl.";3.1700;2.3800;1.4300;"25601";"pimozide oraal 1 mg";false;false;"_";true;false;false;true;false
"3147386";"JCAAF";"0008219";"G";"24380-216";"O";"Sertraline Apotex filmomh. tabl. (deelb.) 60x 50mg";"_";"00007";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";15.9100;"_";"_";"_";"_";"filmomh. tabl. (deelb.)";6.5800;3.9500;2.3700;"28613";"sertraline oraal 50 mg";false;true;"_";true;false;false;true;false
"3067907";"CGCA";"0003442";"R";"6296-539";"O";"Colitofalk maagsapresist. gran. verl. afgifte (zakjes) 60x 3g";"_";"00606";"_";60;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b";104.4000;"_";"_";"_";"_";"maagsapresist. gran. verl. afgifte (zakjes)";28.1500;16.8900;12.8900;"33399";"mesalazine oraal (gereg. afgifte) 3 g [no switch: mesalazine en sulfasalazine]";false;false;"_";true;false;false;true;false
"0819250";"OMBA";"0014753";"_";"8425-2253";"O";"Duoderm verband 5x (10x10cm)";"_";"00294";"_";5;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";14.0800;"_";"_";"_";"_";"verband";281.6000;14.0800;14.0800;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
"3137643";"BBAC";"0013474";"B";"29330-1370";"U";"Wilate inj./inf. oploss. (pdr.+solv.) i.v. [2x flac.] 500IE+500IE";"_";"00199";"_";1;"x";"_";"_";"_";"_";5.0000;"ml";"s";"_";"R";"a4";385.5400;"_";"_";"_";"_";"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]";0.0000;0.0000;0.0000;"34090";"factor VIII + factor von Willebrand injectie/infusie 500 IE + 500 IE [NOVOS: biological]";false;false;"_";true;false;false;true;false
"3187226";"LCAFC";"0012146";"G";"539-1636";"O";"Adoport harde caps. 100x 2mg";"_";"00011";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"a";201.8300;"_";"_";"_";"_";"harde caps.";0.0000;0.0000;0.0000;"33365";"tacrolimus oraal 2 mg [no switch: nauwe TT marge]";false;true;"_";true;false;false;true;false
"3195302";"JFBC";"0008573";"G";"21741-1636";"O";"Pramipexol Sandoz tabl. verl. afgifte Retard 100x 1,05mg";"_";"00027";"_";100;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"R";"b4";99.7100;"_";"_";"_";"_";"tabl. verl. afgifte Retard";14.8000;14.8000;9.8000;"26203";"pramipexol oraal (gereg. afgifte) 1,05 mg";false;true;"_";true;false;false;true;false
"2480291";"OMAA";"0014738";"_";"6734-2238";"O";"Curasorb verband 10x (5x5cm)";"_";"00294";"_";10;"x";"_";"_";"_";"_";0.0000;"_";"_";"_";"_";"4";12.0000;"_";"_";"_";"_";"verband";120.0000;12.0000;12.0000;"34306";"actieve verbanden [NOVOS: actief verband]";false;false;"_";false;false;false;true;false
