"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"33258-2048";"0016485";"TCA";"Orkambi";"02048";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"5702-2097";"0002030";"BABABB";"Clexane";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26575-2386";"0000166";"AADF";"Teveten Plus";"02386";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"24836-1446";"0004986";"EDFA";"Solu-Medrol";"01446";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"22707-612";"0002535";"CAAAB";"Ranitidine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29090-711";"0020941";"NBNB";"Vitalipid Novum";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10686-2022";"0015966";"QCBDA";"Fluimucil Antibiotic";"02022";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13003-1305";"0014472";"OEBB";"Inderm";"01305";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9530-1818";"0002550";"CAABA";"Esomeprazole Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7047-943";"0014100";"OACF";"Daktozin";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22558-612";"0007963";"JBDF";"Quetiapine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16147-1628";"0013201";"MFA";"Mabthera";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9811-1347";"0018689";"JKAC";"Exelon";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"950-1917";"0014753";"OMBA";"Algoplaque";"01917";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19653-315";"0005611";"FCABA";"Oestrogel";"00315";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9464-1263";"0019166";"RACD";"Esmeron";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9506-216";"0002550";"CAABA";"Esomeprazole Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9514-612";"0002550";"CAABA";"Esomeprazole EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31039-1818";"0007971";"JBDG";"Risperidone Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23481-1529";"0007971";"JBDG";"Risperdal";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"711-1909";"0003566";"DAAAA";"Airomir";"01909";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28621-828";"0003566";"DAAAA";"Ventolin";"00828";false;"_";"_";"B2";"B2";0;0;false;false;false;true;false
"6494-2238";"0014811";"OMEA";"Copa";"02238";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6676-257";"0001586";"ALAD";"Crestor";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6676-1529";"0001586";"ALAD";"Crestor";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33274-1834";"0025627";"APA";"Trinomia";"01834";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1727-299";"0005702";"FCBAA";"Angeliq";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31989-1917";"0014811";"OMEA";"Urgotul Ag";"01917";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32011-794";"0025221";"KDEI";"Harvoni";"00794";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"23739-711";"0016147";"RBC";"Ropivacaine Fresenius Kabi";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30213-711";"0007336";"IEBF";"Zoledroninezuur Fresenius Kabi";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10090-2386";"0005702";"FCBAA";"Femoston";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23796-612";"0009852";"KABBC";"Roxithromycine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16972-1347";"0007427";"EFBA";"Miacalcic";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18366-612";"0006882";"IAABD";"Naproxene EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23705-1289";"0008581";"JFBD";"Ropinirole Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7302-315";"0005611";"FCABA";"Dermestril";"00315";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23143-828";"0008581";"JFBD";"Requip";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20438-257";"0003590";"DAABA";"Oxis";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24349-828";"0003608";"DAABD";"Serevent";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22269-1834";"0017939";"GBDA";"Prostaserene";"01834";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6486-1800";"0008730";"JGAAA";"Convulex";"01800";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"24315-1073";"0007989";"JBDH";"Serdolect";"01073";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11031-455";"0003590";"DAABA";"Formoair";"00455";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24356-1446";"0008219";"JCAAF";"Serlain";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24406-1289";"0008219";"JCAAF";"Sertraline Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24398-612";"0008219";"JCAAF";"Sertraline EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16683-1263";"0005355";"FBAAC";"Mercilon";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32474-67";"0017111";"MADD";"Temozolomide Accord";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26658-1867";"0004077";"DBBDA";"Thymoseptine";"01867";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19349-1115";"0003590";"DAABA";"Novolizer Formoterol";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7419-1222";"0005355";"FBAAC";"Deso 20";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24414-1636";"0008219";"JCAAF";"Sertraline Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32029-372";"0019521";"DCCA";"Ofev";"00372";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"11247-1164";"0003194";"CEDAB";"Fuca";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27581-885";"0020628";"AADI";"Triplixam";"00885";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"11973-1602";"0003194";"CEDAB";"Grains de Vals Senna";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13961-2048";"0016485";"TCA";"Kalydeco";"02048";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"22251-1115";"0017939";"GBDA";"Prosta Urgenin";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25932-2097";"0010215";"KAEE";"Tarivid";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17699-885";"0003806";"DAFA";"Montelukast EG";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33399-190";"0013243";"MHA";"Kyprolis";"00190";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"25965-885";"0010181";"KAEB";"Tavanic";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24422-1818";"0008219";"JCAAF";"Sertraline Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33415-2535";"0005942";"FFAA";"Nomegestrol Stragen";"02535";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32086-1818";"0008573";"JFBC";"Pramipexol Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33290-1222";"0005355";"FBAAC";"Desolina";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24604-216";"0001594";"ALAE";"Simvastatine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32722-265";"0025346";"OAAH";"Softa-Man";"00265";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24596-1636";"0001594";"ALAE";"Simvastatin Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24612-612";"0001594";"ALAE";"Simvastatine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14803-1115";"0002808";"TABBA";"Legalon-Sil";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24638-1818";"0001594";"ALAE";"Simvastatine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22756-1446";"0012138";"LCAFB";"Rapamune";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11692-661";"0005090";"EEDA";"GHRH-Ferring";"00661";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"24869-596";"0017715";"EEEC";"Somatostatine-Eumedica";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17822-1321";"0003111";"CECBC";"Movicol";"01321";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7997-2097";"0007898";"JBCB";"Dogmatil";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24851-596";"0017715";"EEEC";"Somatostatine-Belpharma";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19125-1354";"0005074";"EECA";"Norditropin";"01354";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"19505-927";"0005074";"EECA";"NutropinAq";"00927";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"30338-661";"0005074";"EECA";"Zomacton";"00661";false;"_";"_";"H";"H";0;0;false;false;false;true;false
"33308-1636";"0017954";"HCBB";"Tramadol / Paracetamol Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11676-1222";"0005355";"FBAAC";"Gestodelle";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16501-299";"0005355";"FBAAC";"Meliane";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1784-1222";"0005363";"FBAAD";"Annabelle";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15339-1636";"0005355";"FBAAC";"Liosanne 20";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23010-2097";"0016469";"TACCA";"Renagel";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28753-1446";"0019430";"GCCB";"Viagra";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24620-1289";"0001594";"ALAE";"Simvastatine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12138-1446";"0005355";"FBAAC";"Harmonet";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33449-1800";"0012526";"LDAAI";"Rupatadine Uriach";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23069-2097";"0016469";"TACCA";"Renvela";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25072-1289";"0000513";"ADBC";"Spironolactone Mylan";"01289";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"25064-612";"0000513";"ADBC";"Spironolactone EG";"00612";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"794-1529";"0000513";"ADBC";"Aldactone";"01529";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"25080-1636";"0000513";"ADBC";"Spironolactone Sandoz";"01636";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"29942-406";"0010942";"KDCAAE";"Zerit";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25395-935";"0017756";"RABD";"Sufenta";"00935";false;"_";"_";"N";"N";0;0;false;false;true;true;false
"29702-299";"0005363";"FBAAD";"Yasmin";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18176-2014";"0014076";"OACC";"Myk-1";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1818-968";"0014019";"OABBA";"Antebor";"00968";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9720-232";"0010231";"KAFA";"Eusaprim";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2840-1628";"0010231";"KAFA";"Bactrim";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23911-1446";"0003426";"CGBA";"Salazopyrine";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25452-612";"0007898";"JBCB";"Sulpiride EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25478-612";"0009225";"JIAAF";"Sumatriptan EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25494-1636";"0009225";"JIAAF";"Sumatriptan Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12823-828";"0009225";"JIAAF";"Imitrex";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33456-513";"0002253";"BBAD";"Idelvion";"00513";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"19117-1222";"0005348";"FBAAB";"Noranelle";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16337-1263";"0005355";"FBAAC";"Marvelon";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17004-299";"0005348";"FBAAB";"Microgynon 20";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24950-1289";"0001263";"AHCFA";"Sotalol Mylan";"01289";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"20370-935";"0005348";"FBAAB";"Ovysmen";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23788-2097";"0009886";"KABCA";"Rovamycine";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7427-1222";"0005355";"FBAAC";"Deso 30";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1792-1222";"0005363";"FBAAD";"Annais";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24927-2097";"0003079";"CECAC";"Sorbitol Delalande";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25783-1289";"0004697";"MIAAA";"Tamoxifen Mylan";"01289";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"19067-885";"0004697";"MIAAA";"Nolvadex";"00885";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"25767-1222";"0004697";"MIAAA";"Tamizam";"01222";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"22103-240";"0012146";"LCAFC";"Prograft";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25593-1446";"0013227";"MGA";"Sutent";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6759-455";"0004143";"DCBA";"Curosurf";"00455";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25916-2097";"0018028";"KAJA";"Targocid";"02097";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"14159-2097";"0009894";"KABCB";"Ketek";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16998-372";"0000166";"AADF";"Micardis Plus";"00372";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"14209-299";"0001057";"AGBF";"Kinzalmono";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14589-943";"0003020";"CEBA";"Lansoyl Paraffine";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18549-596";"0009563";"KAAADA";"Negaban";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11684-1222";"0005355";"FBAAC";"Gestofeme";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17012-299";"0005348";"FBAAB";"Microgynon 30";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10082-299";"0005355";"FBAAC";"Femodene";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20651-828";"0006437";"HBAA";"Panadol";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21014-612";"0008201";"JCAAE";"Paroxetine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15347-1636";"0005355";"FBAAC";"Liosanne 30";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25502-1818";"0009225";"JIAAF";"Sumatriptan Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25775-1818";"0004697";"MIAAA";"Tamoplex";"01818";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"11460-1289";"0018697";"JKAB";"Galantamine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32136-1917";"0014779";"OMCA";"Urgoclean";"01917";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22996-935";"0018697";"JKAB";"Reminyl";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21600-257";"0000745";"AFAD";"Plendil";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22095-1743";"0000869";"AFCA";"Progor";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8839-1636";"0005348";"FBAAB";"Eleonor 30";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21147-661";"0003442";"CGCA";"Pentasa";"00661";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32144-1917";"0014811";"OMEA";"Urgotul Lite";"01917";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10231-1453";"0013318";"NAAAC";"Fero-Gradumet";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33019-794";"0020339";"KDCFA";"Genvoya";"00794";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"33464-166";"0025791";"CEFA";"Constella";"00166";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"33472-257";"0013227";"MGA";"Tagrisso";"00257";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"20610-1271";"0006650";"HCAC";"Palladone";"01271";false;"_";"_";"N";"N";0;0;false;false;true;true;false
"12112-935";"0020107";"JBBAC";"Haldol";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27938-612";"0004358";"EACB";"Uni Gliclazide EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13045-1263";"0001743";"ALHA";"Inegy";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25163-1446";"0005348";"FBAAB";"Stediril-30";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8573-2386";"0002691";"CBC";"Duspatalin";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16329-1289";"0005363";"FBAAD";"MarliesMylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6197-1289";"0000166";"AADF";"Co-Valsartan Mylan";"01289";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"30478-828";"0008433";"JEBBA";"Zyban";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29447-885";"0007484";"JAAA";"Xanax";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7500-1404";"0020925";"RAEA";"Dexdor";"01404";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29744-406";"0013201";"MFA";"Yervoy";"00406";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"21733-372";"0017368";"BABCAA";"Pradaxa";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23820-1800";"0012526";"LDAAI";"Rupatall";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9787-935";"0005413";"FBABA";"Evra";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8763-372";"0001388";"AIBA";"Effortil";"00372";false;"_";"_";"S";"S";0;0;false;false;false;true;false
"32151-1917";"0014811";"OMEA";"Urgotul Ag Lite";"01917";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31997-1917";"0014837";"OMFA";"Urgotul";"01917";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"33068-2097";"0025510";"ALGA";"Praluent";"02097";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"33480-1347";"0013227";"MGA";"Zykadia";"01347";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"17020-299";"0005330";"FBAAA";"Microgynon 50";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7609-216";"0006809";"IAAAB";"Diclofenac Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10470-1164";"0007054";"IABAA";"Flexium";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5652-1818";"0009845";"KABBB";"Clarithromycine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2089-273";"0015362";"PEBB";"Arteoptic";"00273";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"4358-1289";"0008821";"JGBAA";"Carbamazepine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3053-828";"0018853";"LCBEA";"Benlysta";"00828";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"33241-2501";"0006387";"GDA";"Jinarc";"02501";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"9225-2485";"0012963";"MCAC";"Epirubicin AB";"02485";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18820-943";"0008417";"JEBAA";"Nicorette";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19042-885";"0007625";"JAAO";"Noctamid";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14266-257";"0025445";"EAJA";"Komboglyze";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24083-1784";"0020990";"RAFB";"Scopolamine HBr Sterop";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23721-265";"0016147";"RBC";"Ropivacain HCl B. Braun";"00265";false;"_";"_";"_";"_";0;0;false;false;false;true;false
